iso3,country,vintage,forecast_year,gdp_growth,cpi,current_account,debt_gdp
LUX,Luxembourg,2019-Apr,2020,2.753981036351494,1.8627915365479144,5.04199657871915,21.271
LUX,Luxembourg,2019-Oct,2020,2.77383656768464,1.736745682955254,4.48246219040221,21.149
LUX,Luxembourg,2020-Apr,2021,4.845644612670563,1.477778925688611,4.36650373990026,
LUX,Luxembourg,2020-Oct,2021,5.85630986345973,1.3757367128081288,4.2833607782933,27.485
LUX,Luxembourg,2021-Apr,2022,3.600225445299809,1.7590084110512991,4.9185658846747,27.298
LUX,Luxembourg,2021-Oct,2022,3.845056924253054,1.370270108583682,4.32837056497837,26.695
LUX,Luxembourg,2022-Apr,2023,2.0949624650116183,1.9652689686130431,2.69664413181586,26.132
LUX,Luxembourg,2022-Oct,2023,1.119902399660333,3.692075825432584,4.37888449502351,25.835
LUX,Luxembourg,2023-Apr,2024,1.7055887677415391,3.127647979023984,4.27379858127444,29.156
LUX,Luxembourg,2023-Oct,2024,1.4958782787813265,3.321170829388897,4.02558752368391,29.323
LUX,Luxembourg,2024-Apr,2025,2.905040201165976,3.094820549213084,7.61567666205679,28.702
LUX,Luxembourg,2024-Oct,2025,2.678144341627653,2.611538327001917,7.00987627138718,27.768
LUX,Luxembourg,2025-Apr,2026,2.2146569352974987,2.126633131094402,7.77429099689653,27.183
LUX,Luxembourg,2025-Oct,2026,2.092408149007907,2.1594747603107534,12.4472542836892,
NLD,Netherlands,1990-Apr,1991,3.332783804976436,2.25000900100516,2.335276364189394,
NLD,Netherlands,1990-Oct,1991,3.2422707562332453,2.794794765403097,3.050812003850845,
NLD,Netherlands,1991-Apr,1992,2.305755761498607,3.399995782871601,3.2984944391345623,
NLD,Netherlands,1991-Oct,1992,1.8491414186286192,3.4000004841410414,3.437447687190808,
NLD,Netherlands,1992-Apr,1993,2.15418719072189,2.700001192153878,5.184050298311465,
NLD,Netherlands,1992-Oct,1993,1.9618405190339416,3.5000043567032346,3.747889997991168,
NLD,Netherlands,1993-Apr,1994,1.7979010516476102,2.80000241678271,3.345015882653126,
NLD,Netherlands,1993-Oct,1994,1.2010620693120977,2.80000241678271,2.944118625769457,
NLD,Netherlands,1994-Apr,1995,2.259374635939926,2.0000020345968705,3.493679827277149,
NLD,Netherlands,1994-Oct,1995,2.625028763702697,2.4000008699305297,3.351846263590512,
NLD,Netherlands,1995-Apr,1996,2.7009114982249782,2.299996671457083,3.314120446423051,
NLD,Netherlands,1995-Oct,1996,2.413520066691155,2.1999980848014244,2.752868094062889,
NLD,Netherlands,1996-Apr,1997,2.6713486016796795,1.9999964765821776,3.848257302334094,
NLD,Netherlands,1996-Oct,1997,2.530246510449885,2.899996934292415,4.443487892272159,
NLD,Netherlands,1997-Apr,1998,2.866021397218277,2.500001430897436,4.3127504707344455,
NLD,Netherlands,1997-Oct,1998,3.6689143693090287,2.2999995209359803,5.716176140433564,
NLD,Netherlands,1998-Apr,1999,3.1009283185656544,2.200002682876412,6.13928541244184,
NLD,Netherlands,1998-Oct,1999,2.953827243038698,2.200002682876412,6.1227075787513385,
NLD,Netherlands,1999-Apr,2000,2.645088449417843,2.200005996936527,5.84122085796919,
NLD,Netherlands,1999-Oct,2000,2.523846553848097,2.099999999999791,5.896091345657278,
NLD,Netherlands,2000-Apr,2001,3.3686645714600782,3.5000000000000586,6.122081020715737,
NLD,Netherlands,2000-Oct,2001,3.5308294291863884,3.499999999999748,6.487998552255908,
NLD,Netherlands,2001-Apr,2002,2.717899149017211,2.4000000000001576,3.3540769579989345,
NLD,Netherlands,2001-Oct,2002,2.2231947820803954,2.488978127139929,4.627933142126504,
NLD,Netherlands,2002-Apr,2003,2.7244362641122954,2.3498907353004306,3.332221221000711,
NLD,Netherlands,2002-Oct,2003,1.973917099701361,2.449465872345069,2.961137417125431,
NLD,Netherlands,2003-Apr,2004,1.8328195346021925,2.200000000000601,2.2096975167933905,
NLD,Netherlands,2003-Oct,2004,1.4218141214930924,2.0498477163360507,3.307088239573878,
NLD,Netherlands,2004-Apr,2005,1.9776186498781323,1.000000000000667,2.8548344197565,
NLD,Netherlands,2004-Oct,2005,1.7802287495613855,1.0748207486611427,3.1485240387569515,
NLD,Netherlands,2005-Apr,2006,2.2464574530964843,1.1000000000004118,4.533142964465725,56.3
NLD,Netherlands,2005-Oct,2006,2.005275802253026,-2.5665397049895566,5.274069848255851,54.9
NLD,Netherlands,2006-Apr,2007,2.437344068974024,1.5861443767986705,7.858413767615723,52.3
NLD,Netherlands,2006-Oct,2007,2.9320347955144044,1.8095717629946104,7.88047882171293,48.6
NLD,Netherlands,2007-Apr,2008,2.6727413033246883,2.056789364762013,7.637643672608663,46.6
NLD,Netherlands,2007-Oct,2008,2.542660244301276,2.198511144661208,6.748579842121881,44.7
NLD,Netherlands,2008-Apr,2009,1.5523571223210908,1.841486533627812,5.611969816712791,41.4
NLD,Netherlands,2008-Oct,2009,1.0471611730933803,2.5904895664537357,5.0623962766702855,48.3
NLD,Netherlands,2009-Apr,2010,-0.6599935460521733,1.122819686560339,2.097151342792695,70.3
NLD,Netherlands,2009-Oct,2010,0.6694055924910902,0.95380167333039,6.819907323862004,69.4
NLD,Netherlands,2010-Apr,2011,1.348207218298958,1.2706831049700271,5.29999375435999,71.5
NLD,Netherlands,2010-Oct,2011,1.6753253671910162,1.0938687189972596,6.75289180298308,69.378
NLD,Netherlands,2011-Apr,2012,1.5002595802374286,2.1820511096308115,8.22853587381126,66.478
NLD,Netherlands,2011-Oct,2012,1.3451967787787789,2.000205318411119,7.72160377635507,66.516
NLD,Netherlands,2012-Apr,2013,0.8235797121098676,1.7609020843843304,7.80277135258001,73.655
NLD,Netherlands,2012-Oct,2013,0.3939985246259381,1.803770393501014,8.16155202316532,70.183
NLD,Netherlands,2013-Apr,2014,1.0794995612125158,1.735363712613025,9.02602332821703,75.917
NLD,Netherlands,2013-Oct,2014,0.3105223806565416,1.2955721422272637,11.0287780381073,75.565
NLD,Netherlands,2014-Apr,2015,1.6195135898407154,1.0016230468270493,10.1058149729376,74.443
NLD,Netherlands,2014-Oct,2015,1.4261034416911178,0.7208068295814885,9.62495767987379,69.615
NLD,Netherlands,2015-Apr,2016,1.5597672145509778,0.8512221959966926,10.1231680402004,65.564
NLD,Netherlands,2015-Oct,2016,1.8650373873529744,1.3118883527016625,9.2336575250486,65.645
NLD,Netherlands,2016-Apr,2017,1.885798071430456,0.7099806732767888,10.2,64.893
NLD,Netherlands,2016-Oct,2017,1.6100335709099634,0.8666972800583927,8.18478167998475,61.787
NLD,Netherlands,2017-Apr,2018,1.8403044467095957,1.433362689822415,9.12779413198371,57.798
NLD,Netherlands,2017-Oct,2018,2.585137088541045,1.433362689822015,9.99744735046794,54.227
NLD,Netherlands,2018-Apr,2019,2.40186875717463,2.166652580482009,8.88946601565483,50.905
NLD,Netherlands,2018-Oct,2019,2.59817732016916,1.6400898062462366,9.66494481811937,49.862
NLD,Netherlands,2019-Apr,2020,1.6890350945037105,1.6382798227052795,8.93586790370654,49.875
NLD,Netherlands,2019-Oct,2020,1.6394164484328178,1.605613959123131,9.46315461761703,47.257
NLD,Netherlands,2020-Apr,2021,2.9833352757526743,1.1544156081157553,9.38444428383153,57.6020
NLD,Netherlands,2020-Oct,2021,4.047434590819465,1.4890932579544325,8.96117950759075,61.14
NLD,Netherlands,2021-Apr,2022,2.991015227489724,1.4781769779303344,8.89918208019539,56.1
NLD,Netherlands,2021-Oct,2022,3.159554462355429,1.7041173777853524,8.66689960064714,56.247
NLD,Netherlands,2022-Apr,2023,2.036865787149389,2.2866344436682784,7.28174304000789,54.774
NLD,Netherlands,2022-Oct,2023,0.7983182678946266,7.99938400362139,7.69229084353467,46.379
NLD,Netherlands,2023-Apr,2024,1.2279597466249514,4.16651675487687,6.33440417587333,47.327
NLD,Netherlands,2023-Oct,2024,1.149849978274875,4.238945826033325,7.57592459209612,48.615
NLD,Netherlands,2024-Apr,2025,1.295536389040408,2.1028328564317134,8.84048805020737,48.201
NLD,Netherlands,2024-Oct,2025,1.626638334261954,2.340026577497478,10.0558005424217,45.11
NLD,Netherlands,2025-Apr,2026,1.4159516009728756,2.344438487472656,10.4597526534723,44.386
NLD,Netherlands,2025-Oct,2026,1.222406248112584,2.449468930402676,9.28222528467395,
PRT,Portugal,1990-Apr,1991,3.756483281104805,8.999993417514718,-3.603541741534645,
PRT,Portugal,1990-Oct,1991,4.344527694072653,10.400009466354064,-2.0380601297340566,
PRT,Portugal,1991-Apr,1992,4.319129701339031,8.900004590026889,-2.0933091697509467,
PRT,Portugal,1991-Oct,1992,4.319129701339031,8.900004590026889,-2.0933091697509467,
PRT,Portugal,1992-Apr,1993,3.599998436154284,9.650611082155546,-1.1103198382321025,
PRT,Portugal,1992-Oct,1993,3.599998436154284,6.500000880969425,-1.1103198382321025,
PRT,Portugal,1993-Apr,1994,1.9999990064681008,6.199995364753486,-1.6069681500228754,
PRT,Portugal,1993-Oct,1994,1.099998390166812,5.600002745122001,-0.0127465163709291,
PRT,Portugal,1994-Apr,1995,4.500002338558207,5.21833114018031,-1.3846923242946363,
PRT,Portugal,1994-Oct,1995,4.000004450541383,4.50000515417015,-0.7875739028861403,
PRT,Portugal,1995-Apr,1996,4.500003506314099,4.000005156639364,-0.7707808762509774,
PRT,Portugal,1995-Oct,1996,3.1999975448189444,3.700003059794965,-0.3451343934460759,
PRT,Portugal,1996-Apr,1997,2.7999973745922446,3.2999982911871677,-1.4133255646430245,
PRT,Portugal,1996-Oct,1997,2.800004020293012,3.000001148373599,-0.397180381381246,
PRT,Portugal,1997-Apr,1998,3.499682743420673,2.2999984488564884,-1.76225888673116,
PRT,Portugal,1997-Oct,1998,3.5000017587720533,2.3227147582900898,-2.037139568771577,
PRT,Portugal,1998-Apr,1999,3.2499990990244143,2.000005413141026,-1.4082577167570796,
PRT,Portugal,1998-Oct,1999,3.740000503820573,2.60000003986256,-2.066871460834434,
PRT,Portugal,1999-Apr,2000,3.1999968401446037,2.000001374997029,-3.69798432362848,
PRT,Portugal,1999-Oct,2000,3.2000000000002915,2.200000000000135,-7.367327148859318,
PRT,Portugal,2000-Apr,2001,3.099999999999814,1.9027480902366944,-9.29454827183154,
PRT,Portugal,2000-Oct,2001,3.500000000000081,2.300000000000457,-10.492038511526337,
PRT,Portugal,2001-Apr,2002,2.800000000000336,2.3000000000005016,-9.320324248406662,
PRT,Portugal,2001-Oct,2002,1.7000000000001458,2.50000000000008,-8.740093051239333,
PRT,Portugal,2002-Apr,2003,1.9999999999999571,2.199999999999891,-8.947220943724963,
PRT,Portugal,2002-Oct,2003,1.500000000000079,2.700000000000391,-7.523042171871912,
PRT,Portugal,2003-Apr,2004,1.8000000000000016,2.1477730687341268,-6.908807259835475,
PRT,Portugal,2003-Oct,2004,1.6000000000000236,2.0000000000002016,-4.211961717196868,
PRT,Portugal,2004-Apr,2005,2.690958924406961,1.9150158857363488,-4.005366757616461,
PRT,Portugal,2004-Oct,2005,2.200000000000002,2.200000000000246,-6.312734019297444,
PRT,Portugal,2005-Apr,2006,2.2999999999997467,2.1999999999996245,-6.908719165530061,71.4
PRT,Portugal,2005-Oct,2006,1.200000000000001,2.4855046215439547,-7.68920346808466,69.8
PRT,Portugal,2006-Apr,2007,1.5000000000000124,2.101722786909632,-9.382562541454067,68.3
PRT,Portugal,2006-Oct,2007,1.5000000000000124,2.161382425008473,-9.630147579183223,66.4
PRT,Portugal,2007-Apr,2008,2.100000000000013,2.4154625376666683,-9.056120583189236,65.9
PRT,Portugal,2007-Oct,2008,1.749999999999985,2.400000000000136,-9.16612669864499,65.8
PRT,Portugal,2008-Apr,2009,1.4000000000000012,2.0236692651953048,-9.531842229825118,64.3
PRT,Portugal,2008-Oct,2009,0.0999999999999889,2.040807217923657,-12.722542253158068,66.4
PRT,Portugal,2009-Apr,2010,-0.5000000000000004,1.0000000000000453,-8.818782748391502,81.3
PRT,Portugal,2009-Oct,2010,0.4000000000000003,0.96017963931756,-9.668072068996594,82.0
PRT,Portugal,2010-Apr,2011,0.6525658964499526,1.0876180215214637,-10.1651026490411,88.5
PRT,Portugal,2010-Oct,2011,-0.0498032640961043,1.23348317176033,-9.17060232376221,87.086
PRT,Portugal,2011-Apr,2012,-0.4758869665005938,1.4174877594866242,-8.53351780984489,94.619
PRT,Portugal,2011-Oct,2012,-1.844000000000168,2.105739449837518,-6.39732406428607,111.793
PRT,Portugal,2012-Apr,2013,0.3492272702563692,1.3996480497471264,-3.5450348277201,115.32
PRT,Portugal,2012-Oct,2013,-1.0149615878472629,0.6939504537667895,-1.69829641589038,123.737
PRT,Portugal,2013-Apr,2014,0.6386011022069704,1.032631731762934,-0.0825402438361293,123.688
PRT,Portugal,2013-Oct,2014,0.7685038053609095,1.0000071005731082,0.863385561775177,125.293
PRT,Portugal,2014-Apr,2015,1.45051590786911,1.1989237324296242,1.17352770513194,124.799
PRT,Portugal,2014-Oct,2015,1.5452136047112042,1.061482095808164,0.831677420074081,128.722
PRT,Portugal,2015-Apr,2016,1.5426987567882744,1.300582648661397,1.01247094999988,124.321
PRT,Portugal,2015-Oct,2016,1.5440000000001453,1.3228108260871396,1.57572153501135,125.006
PRT,Portugal,2016-Apr,2017,1.2592798422766505,1.159124054033045,0.443012343832571,127.328
PRT,Portugal,2016-Oct,2017,1.0851467696922468,1.130538753793542,-0.655665198601187,128.204
PRT,Portugal,2017-Apr,2018,1.453792010328514,1.396932296154918,-0.404919196590597,127.073
PRT,Portugal,2017-Oct,2018,2.0149261461392287,2.0109085672955773,0.324684880718202,122.472
PRT,Portugal,2018-Apr,2019,1.8000000000000016,1.5999999999998904,-0.137278633610489,117.544
PRT,Portugal,2018-Oct,2019,1.800021584558098,1.631418923239747,-0.273443697240489,117.231
PRT,Portugal,2019-Apr,2020,1.5000319443353891,1.7001048962844267,-0.535535775318307,117.272
PRT,Portugal,2019-Oct,2020,1.6000072077506644,1.2383393235722684,-0.712980317469919,114.799
PRT,Portugal,2020-Apr,2021,5.000000000000004,1.3500622127749162,-0.356220075973461,124.3948
PRT,Portugal,2020-Oct,2021,6.500000000000394,1.0614979605208186,-3.53665986725723,130.047
PRT,Portugal,2021-Apr,2022,4.799999999999982,1.1637594518461691,0.255841104643052,125.554
PRT,Portugal,2021-Oct,2022,5.100000000000415,1.2758949381543427,-2.12693064630594,125.732
PRT,Portugal,2022-Apr,2023,2.0999999999999908,1.4749721304603949,-1.44105137398402,117.874
PRT,Portugal,2022-Oct,2023,0.6500582011984335,4.670515266736119,-0.37266379675925,111.183
PRT,Portugal,2023-Apr,2024,1.6655698277576958,3.0511529628058254,-0.731698967782909,108.628
PRT,Portugal,2023-Oct,2024,1.509957167181386,3.41050393102047,1.13395217216778,104.037
PRT,Portugal,2024-Apr,2025,2.065928179179699,2.0053762810872344,1.51848118921666,90.75
PRT,Portugal,2024-Oct,2025,2.347640544062024,2.053358419563156,2.27702938857085,89.838
PRT,Portugal,2025-Apr,2026,1.6667777921743898,2.0832369557900465,1.54591113217687,87.939
PRT,Portugal,2025-Oct,2026,2.120010499102976,2.1251890589248923,1.92788501542435,
