date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,MS_actual,MS_fitted,MS_tilde,MS_tilde_se,MS_tilde_lo,MS_tilde_hi,non_fundamental_component,Rsq,AdjRsq
2017-06-01,13.13231332925751,1.4703283256069628,-1.9003369926180325,-0.14770647982829344,0.4483735007002412,0.001007395132182097,-310.5635778940167,53.94050438106343,0.09774943454346456,-0.13331526963287876,-0.23442562476271817,-0.008660059377960765,-0.06451155420886001,-7.858942961285853e-5,-70.07847061988151,11.98966104075817,1.6472000145050616,1.4821005412137915,0.012331310648395544,0.5224837969438466,-1.0326362832392977,1.0572989045360888,1.469769230565396,0.9251563669960048,0.8996414921082792
2017-07-01,14.559081368644609,1.4934726669110616,-2.122083315678921,-0.1489472861355006,0.3147381333975285,0.0010124982655385386,-330.4539757428566,73.25993822554283,0.08528473566331699,-0.14262882928030968,-0.2849433620469873,-0.008590005195694177,-0.09031470843232862,-1.0369777880241091e-4,-77.73470197125687,20.183055974618895,1.4531079451959517,1.3799738002366642,0.26738347254420347,0.5414347591074744,-0.8154860456707453,1.3502529907591523,1.1125903276924607,0.9009757313243609,0.8672174579122113
2017-08-01,14.191746170844546,1.4672226234872345,-1.97276330927881,-0.14732322692309618,0.29801448620547943,0.0012209704058961037,-313.9678815977121,70.29160913229214,0.07601617844542471,-0.16030956991055234,-0.23964726707410913,-0.0073988297117931175,-0.10612730325296947,-3.292556313462751e-5,-73.81928882168316,17.89689901210768,1.532308574492042,1.5698430874373936,0.3242893755743186,0.5470210038216278,-0.769752632068937,1.4183313832175741,1.245553711863075,0.8591687725258086,0.8111581267959707
2017-09-01,12.181498068341448,1.4932568667511026,-1.4604011069862728,-0.14393393383216535,0.14961986428271076,0.001604400651439026,-231.24837591952158,33.46546996544783,0.05780119935430777,-0.2017491548166294,-0.0633663232730106,-0.003244635797079743,-0.14647574245478834,1.2597903529399217e-4,-55.14399061804755,14.368213319038256,1.5266619864255722,1.351537484588397,0.8164262430570766,0.5664372368035118,-0.316448230549947,1.9493007166641,0.5351112415313204,0.8282915419205901,0.7697545675753367
2017-10-01,9.574534011999205,1.3153744370983096,-0.9873856093258679,-0.13344436451903546,0.17445977982829192,0.0015384884943703964,-162.08085813573337,9.16254425843887,0.057027176484480344,-0.16757468691976746,0.03099839008922612,-0.003931096987894257,-0.08481826278326794,9.871793513191352e-5,-31.636968882233194,1.9825824364543154,1.5145542114366894,1.2518845892078012,0.7388332323644011,0.5526047435894602,-0.3663762548145193,1.8440427195433216,0.5130513568434001,0.7886343618753272,0.7165778943328251
2017-11-01,5.5532702804883876,1.0332142441394019,-0.615781569761752,-0.11963039175342718,0.07300779965675035,0.0018019099241992007,-21.32678500108474,-73.99738639556098,0.04448999355003691,-0.1958705419125988,0.0826217003474946,-0.001295271359511504,-0.06827236099764902,7.876481479519305e-5,-3.030953408059957,-4.7060849146120844,1.4279788202890504,1.3969788903263887,1.0679727874694294,0.5085047280890661,0.050963331291297154,2.084982243647562,0.3290061028569593,0.7964935835763377,0.7271163961591801
2017-12-01,5.356391193633294,1.029303549449954,-0.575131528445198,-0.12013534709322815,0.06731378675843555,0.0018717067389026993,-17.3296724177504,-74.42217511285635,0.048440660276246654,-0.1598022461201545,0.05987955788787279,-0.002370564301489858,-0.0422626067907942,-4.469749386077145e-5,-6.490083620549275,-3.100156323517364,1.2232840301543153,1.1753131945664985,0.7752349105633121,0.4837919201606949,-0.1923489297580777,1.7428187508847017,0.40007828400318646,0.7957189410950527,0.7260776710138206
2018-01-01,5.037395171252423,1.0243811582172122,-0.7248655867648693,-0.1172599986270399,0.014856372728012775,0.0019499587028005555,4.869467374537275,-83.52754247972722,0.038974940918346614,-0.22167954146046373,0.04020520331022381,-5.655144012633318e-4,-0.08359551149852669,7.589764553055229e-5,2.8750309115715473,-5.091521801051056,0.9845649958564126,1.0901497168314835,0.9150638188745273,0.4749995110377988,-0.03493520320107035,1.8650628409501249,0.17508589795695628,0.809900310034158,0.7450935975458027
2018-02-01,4.976431476001808,1.3186647469295099,-0.478773573461127,-0.13869963634764665,0.18914438977098239,0.002120220231678378,-4.549458729307156,-74.54708913765154,0.042695319344313025,-0.19617734965660508,0.1367024338524296,5.007682358270704e-4,-0.08524362487487104,1.3539276507475618e-5,2.6142380301096657,-3.744359528794996,1.0099342975664356,1.5633228260448948,0.6567015380990675,0.4539671948082074,-0.2512328515173473,1.5646359277154822,0.9066212879458273,0.8003694519169281,0.7323135832522445
2018-03-01,5.449561755325496,1.4243683794601718,-0.4921331149951713,-0.14404479774902595,0.21945538630348999,0.0021627618183117825,-19.5895902150095,-69.51951216251332,0.04193938326004064,-0.22416709760983938,0.16492735424090132,0.0018197048922588904,-0.10883607236088796,8.621321307521892e-5,3.919113940159375,-3.5696391085800427,1.0781663721735637,1.256203049316734,0.5881182162953307,0.427451547321605,-0.26678487834787934,1.4430213109385406,0.6680848330214033,0.8049966250921248,0.7385182018280765
2018-04-01,7.075471123739632,1.4638609973409304,-0.6953002968347839,-0.15725671295637142,0.18476106681081225,0.0025365775015432153,-53.85511867151025,-58.218671303862635,0.043437317176043405,-0.08852071249584877,0.09935749704544576,0.002132882175735574,0.02229037081553042,-4.1533221321032133e-4,-1.8539100810691622,0.157441890967386,1.0155723884991252,1.3204831508024693,0.8172740382500603,0.3306434291322118,0.15598717998563671,1.4785608965144839,0.503209112552409,0.7927539243318673,0.7221018530813675
2018-05-01,10.037227044785809,1.6374023693418502,-1.0741694833644702,-0.1647461299322403,0.050191184888722436,0.002975786418376739,-119.10646238001787,-38.23356480995371,0.0332772533077422,-0.10741286385712873,0.014731867700932754,0.0036142688029711777,0.03317523494087591,-3.529440531794756e-4,-0.5154307864900225,0.34830292629502296,1.1092429529309222,1.2748095789860545,0.979200697273475,0.3517356241909687,0.2757294488915376,1.6826719456554124,0.2956088817125795,0.8110088990784802,0.7465801146734166
2018-06-01,11.016279499117159,1.6548936196220654,-0.41847951617204415,-0.16770020837778649,0.036477471574348184,0.0033888630953248632,-161.8624992149092,-19.884572966912952,0.0402343360285152,-0.13511470356056443,0.1922838243271572,0.006328687617677623,0.01611827456473245,-2.529094407178196e-4,-6.386142693896699,1.21885584097748,1.2184687473779812,1.3109939872183454,0.7442822123984296,0.38630998692724827,-0.028337761456066923,1.5169021862529262,0.5667117748199157,0.8193631985694287,0.7577824708090067
2018-07-01,10.9473822128656,1.6536861440292152,-0.48739470684787217,-0.16797535763360277,0.046578006908043694,0.0033568272126539333,-159.149123345088,-21.489408054721054,0.0399711577904395,-0.13123329953022944,0.17877956526380478,0.00618670178290463,0.019122089119040103,-2.682944321100733e-4,-5.56923418731982,0.9710986722355669,1.119290349130723,1.1410088481304423,0.6462897531339529,0.41393551448693194,-0.18158127583991102,1.4741607821078166,0.4947190949964895,0.8218648164433818,0.7611369129581711
2018-08-01,11.038711858638031,1.6599176869234449,-0.6192766748988304,-0.16977136804857518,0.07662959014851578,0.0033291298940577394,-161.56500386563897,-23.384811940924063,0.039986622535669564,-0.13115059123798473,0.1758102047725002,0.006263855277116324,0.014262830417255111,-2.5034149163739524e-4,-6.099623147835147,1.105852791296528,1.2514415851323928,1.1487942595907565,0.6595998545396,0.3591066253541874,-0.05861339616877481,1.377813105247975,0.4891944050511565,0.8243374015836111,0.7644524248507513
2018-09-01,11.325235503348434,1.713117902674479,-1.073747558815298,-0.1760930480738774,0.17641604060298852,0.0030854014003264952,-170.38904806757134,-23.622104849038234,0.04130477917953121,-0.11670104608720692,0.13409655605939272,0.006051874446607632,0.015888540923370956,-2.915852136349014e-4,-5.571836860355606,1.1913238708112852,1.1906814177035965,1.200018464531693,0.6585733351758449,0.34124359580020214,-0.023913856424559343,1.3410605267762492,0.541445129355848,0.8292419279012581,0.7710289487766869
2018-10-01,13.989900809374346,1.7872885054863514,-1.2878305454526966,-0.18525331775431922,0.11623449332659896,0.003186556902506028,-237.86435125008555,0.23278307694993602,0.03881925027478383,-0.11833974615714259,0.14141746722719492,0.006355015336445935,-2.588706010894455e-4,-2.5012747413652285e-4,-11.990244151684966,3.714261797985148,1.2913000367293366,1.5370845675693903,0.7043097170613493,0.3881856017441297,-0.07206148642691013,1.4806809205496085,0.832774850508041,0.8301374837513611,0.7722298077575069
2018-11-01,15.774499760979314,1.802882608351514,-0.9982752105964471,-0.19785486214761608,0.24713491153476347,0.0034476617338186012,-305.83272239457824,22.78940115090847,0.04508567015469534,-0.14205687164079833,0.3921215338288743,0.01004774430048855,-0.014589172911677438,-2.2595936051557e-4,-20.980970076490962,4.836445672797853,1.3138676013839186,1.3971575218862666,0.2449737236483962,0.4096224036482736,-0.574271083648151,1.0642185309449435,1.1521837982378704,0.8507694763182803,0.7998954341540576
2018-12-01,17.163785218846673,1.8230506493715615,-0.7409854479788697,-0.2041216191193758,0.24885772244156593,0.0036193212660698203,-346.01067833927584,44.105574762011756,0.04026475436694904,-0.15169795615352946,0.5393319313928255,0.011984010048046992,-0.024293287164625924,-1.8799612695038608e-4,-29.571530049094463,6.433530152071839,1.2590504719593567,1.435481555979486,0.44209102682207657,0.3515962171729811,-0.26110140752388566,1.145283461168039,0.9933905291574094,0.8564376152877381,0.8074958932267398
2019-01-01,17.96236564606232,1.8576625831238494,-0.8848978704472588,-0.20603790656300738,0.24301802981420137,0.0035734292239289933,-364.2548046868808,53.56723820567941,0.034532451879017656,-0.15450734546790218,0.5138474892557792,0.011654189323156315,-0.02906064766488452,-1.6303011855553604e-4,-29.193556534317118,5.558770004009073,1.2313073779909256,1.4363710196672903,0.15479264628809375,0.3883940861612992,-0.6219955260345047,0.9315808186106922,1.2815783733791966,0.8571004026184722,0.8083846307838605
2019-02-01,17.872236672410036,1.898813104671441,-1.3696415089767626,-0.20896562453875617,0.2582323633766123,0.0035047130116933525,-352.941040846963,52.30198407429529,0.032490887102214094,-0.15181909218660447,0.4328855511144232,0.01102749202025008,-0.034537300758192134,-1.9495385501488118e-4,-22.584348145872653,2.791557518881084,1.1757538882391094,1.353079283376835,-0.055415558021888245,0.4066240976703219,-0.8686637533625321,0.7578326373187556,1.4084948413987233,0.859015769887696,0.8109529641675923
2019-03-01,16.273043724835965,1.7178002466548643,-0.2814427316212112,-0.19289711718710192,0.2708412772537793,0.0034363781780454338,-328.7877867121241,37.16073532648663,0.031827097598576146,-0.16314831775151448,0.4706048437802723,0.009383189572946675,-0.016359317634523765,-1.8735388931547976e-4,-18.94435562496537,1.1465296640158535,1.1662279043314407,1.3410932131440634,0.05999657632910882,0.3829721219059773,-0.7059476674828458,0.8259408201410634,1.2810966368149546,0.8637202162645983,0.817261199082075
2019-04-01,14.55544719546884,1.5952730890115892,0.1591625838096854,-0.1841666285684159,0.35053595486310196,0.0030090848146997386,-296.0501904001884,21.805035022490976,0.03590361457032883,-0.11955225554373025,0.426737934105232,0.006532075394311674,0.02119284852781384,-3.463300508619921e-4,-15.592480201953174,0.5843528199822307,1.0925166186778454,1.273292422653268,0.2875100131971742,0.4051053051799432,-0.5227005971627122,1.0977206235570605,0.9857824094560939,0.8651814750046634,0.8192206142107986
2019-05-01,14.680511707013146,1.611108137107585,0.09542869083659465,-0.18517921649044997,0.3526638678951515,0.003031837086289833,-296.8126420293097,22.427333093826434,0.03305307835780818,-0.12388203349643583,0.4334627453593484,0.006736754015297839,0.018656432516556794,-3.393152694866278e-4,-15.376443072812599,0.36194329687842525,1.116153965135764,1.1017515456227247,0.2225994501166113,0.3656809957974963,-0.5087625414783813,0.9539614417116039,0.8791520955061134,0.8673925116328276,0.8221854133258371
2019-06-01,14.333154194165209,1.573711115578168,0.2547764297491627,-0.18103665274611005,0.3567083675370632,0.003057161824453136,-292.6904560733501,24.83726382969811,0.033932832825685745,-0.11559910872920905,0.4249023492081217,0.004726850025307712,0.036252030985228306,-3.7235283862299364e-4,-15.925133046697455,-1.8588951842078434,0.9824032304665932,1.2985093726544874,0.482562474361524,0.2966027682786217,-0.1106430621957194,1.0757680109187673,0.8159468982929634,0.8659161744476059,0.8202057793729262
2019-07-01,13.039964490766566,1.523168281422666,0.3545096597788273,-0.1734283647876087,0.3490978993242782,0.0030019897700404104,-259.6143125280458,9.610339459100572,0.03665890932666822,-0.11956826016745183,0.37261505845872284,0.0037450509694295945,0.04740849891622385,-2.8799353525288255e-4,-10.495310670434208,-5.412250466524825,0.8112589190177335,1.19779695113358,0.3903542283777295,0.3265550419050461,-0.2627558554323627,1.0434643121878215,0.8074427227558505,0.862515692802877,0.8156460426220395
2019-08-01,13.925815070396615,1.4349501335635846,0.8196380511802296,-0.17019130342678107,0.3263031227908373,0.002750944212520712,-288.09145066801966,21.51068697359848,0.02992167152023483,-0.10170877391188322,0.3697160290240865,0.003956968632637767,0.054336558416198256,-2.5879549592397336e-4,-15.428117793008267,-3.4219474661962153,0.8351789748760353,1.102982137134186,0.3697230900420845,0.29894082785645465,-0.22815856567082482,0.9676047457549938,0.7332590470921014,0.8650950957729171,0.8191047875136843
2019-09-01,13.042864544460615,1.133511263880375,1.5404446844043278,-0.16738059149347226,0.44346266825012737,0.0019075815581813195,-273.43187575712636,15.499707292979322,0.027721106993219335,0.02662020652944937,0.21195864797696967,0.008254142802678853,0.08588321738124338,-2.491163819130263e-4,-17.833064674415947,-0.6690733848573105,0.6314628593531789,1.0527963609121844,0.44804443399660876,0.2541935090523182,-0.06034258410802762,0.9564314521012451,0.6047519269155757,0.8759579116768472,0.8336708361121361
2019-10-01,9.763127942045967,0.619065522959725,3.883240104573713,-0.1349207054679841,0.16400167301412674,0.0013818601284526046,-186.63156371083406,11.449463065360359,0.023254188129734076,0.024218509860186182,0.2878285125624658,0.006813155979925757,0.11535935920954274,-3.4380506953324345e-4,-14.007348790856074,1.5601469927375597,0.5676449014200925,0.8854896761755437,0.9613882364067017,0.2527674787263135,0.4558532789540747,1.4669231938593286,-0.07589856023115793,0.8930839314348218,0.8566352716966928
2019-11-01,9.215271563495381,0.3450719011282289,4.854498034756495,-0.13331845141347412,0.04082085059306078,0.001306588695185044,-156.29646060506226,9.767338142085125,0.01583080669448322,0.012887725610864265,0.3524281892816305,0.013146268026034982,0.0966896097524718,-2.1928432270795024e-4,-10.337324131165545,1.1766467782700125,0.5712729858763097,0.4596373986770361,0.9260005284440496,0.2074842571926802,0.5110320140586891,1.34096904282941,-0.46636312976701344,0.9176968668151264,0.8896389805021013
2019-12-01,8.54532971325782,0.07496853477755819,5.685862586576625,-0.13201412433177,-0.1267045810210653,0.0012593572286950653,-118.37564334930593,3.5194593057974375,0.013470872799629571,-0.022969442351644737,0.42807542180304425,0.014675020095321178,0.07705431269106956,-1.8506044072953446e-4,-5.624968317325301,0.27510537292535026,0.5855081805891017,0.5125697695745752,0.7920367548147205,0.16937926243385287,0.4532782299470147,1.130795279682426,-0.27946698524014524,0.9355239985481298,0.9135435435077196
2020-01-01,9.03858241108786,0.023911860264539488,5.609397086565776,-0.13549071142430752,-0.22245171278187406,0.0010863875130953193,-118.27366556224646,5.340078406861857,0.01601541274532207,-0.05257967247588445,0.43121729713689827,0.010449100079188924,0.06567166226060098,-2.612453441645121e-4,-5.206433080267525,0.7374735568750453,0.5671170883917118,0.4761553508924001,0.5970077157221905,0.17570872318388092,0.24559026935442863,0.9484251620899523,-0.12085236482979039,0.9379126170856451,0.9167464638193877
2020-02-01,9.980282648993239,-0.09663447854140074,5.5179619912722595,-0.14390573777397553,-0.4550727811903527,0.0011042091970005466,-106.0576465651899,10.380523902926006,0.013122134289196062,-0.08967957287238792,0.41475831117072365,0.007967551839225508,0.04155898219989279,-2.921035440029866e-4,-3.459931459859362,1.0537952151096726,0.5326186285298662,0.5901369842356571,0.4157620442338352,0.1614189920414366,0.09292406015096205,0.7386000283167085,0.17437494000182185,0.9417881342259024,0.9219431799847327
2020-03-01,11.63017357353168,-0.13212951259947395,5.089928911967988,-0.16217036014492642,-0.564665415497871,0.0010804908028700883,-115.74714533776833,19.85414684574014,0.008228388452285986,-0.07673459530909008,0.37504712559462133,0.012971300157824418,0.019711269912990676,-2.3662379323606368e-4,-3.9059386158668206,1.7696332834592239,0.7893571248760308,0.8051263848375748,0.31733458214988275,0.1693644117378505,-0.021394241325818242,0.6560634056255837,0.48779180268769207,0.9426468273963514,0.9230946094632894
2020-04-01,12.589840377868441,-0.12301763669460296,4.811975952811041,-0.1757901522819404,-0.6152283644140941,0.0015732433547459722,-121.02815843822314,5.818238453291402,0.008447370440089766,-0.0911536698981251,0.36861028984420813,0.014322453928722445,0.008058142938241858,-9.595918082428054e-5,-3.7716851247887515,-2.7283643464809795,0.8072885902699233,0.8400072671187087,0.5251506979102114,0.33340070565067914,-0.14165071339114688,1.1919521092115697,0.31485656920849725,0.9372876395583947,0.9159084257714838
2020-05-01,12.98568434757534,-0.2135227289606443,5.106297081032424,-0.2010437007917763,-0.6593029610585704,0.0011788156999651615,-97.1594846788585,-6.678593908335101,0.007376357967187481,-0.10167056273820334,0.4116643217405302,0.01865399334955618,-0.007620334559738954,-7.420861998137668e-5,1.2446078445336122,-3.0484042283758437,0.8143898547273767,0.7468422890403424,0.16394615424385428,0.2589108789318431,-0.35387560361983195,0.6817679121075405,0.5828961347964882,0.9377761788026998,0.9165635124854383
2020-06-01,13.409567235565254,-0.1425245354889709,4.900262892711135,-0.20467366886755023,-0.6126915459369894,0.0012655859878581536,-112.60878432766947,-5.08691871187719,0.009283126669932869,-0.08379424040105238,0.37867049179519574,0.017367964937749874,1.3477533830696982e-4,-6.228521202851792e-5,-1.338887017921575,-2.7379522545595125,0.6336468859077344,0.7626923901304422,-0.05302325133354735,0.2715415485208303,-0.5961063483752079,0.49005984570811323,0.8157156414639896,0.9334699185928245,0.9107892090221964
2020-07-01,11.943558719909129,-0.1918585386695819,5.075086999519848,-0.185899440388491,-0.64228451648898,0.0012069803952976495,-87.59867051621845,-0.07680291869515987,0.010542254918567239,-0.07449644619288771,0.36810581205718923,0.015782561694644016,0.0018987830956327537,-1.1440001597730646e-4,-0.06563679679529322,-3.6229914252537667,0.5850523963387874,0.39060101543820636,-0.1516061545472347,0.2648281399665771,-0.6812624344803889,0.37805012538591953,0.542207169985441,0.9291431618184831,0.9049874215293296
2020-08-01,10.41948961775486,-0.09995403398027948,4.8384073220891475,-0.16389506102815357,-0.6794248947030901,0.0018309535435770987,-63.05675417628742,13.049010388719344,0.007483218242315808,-0.025719420620539883,0.2988278006818388,0.016478108605026052,0.0011382268032103253,-7.717980149731929e-5,0.10695766094768583,-4.866787446751929,0.5495372462772049,0.26344281071389886,-0.01751265449333772,0.23380505673738186,-0.48512276796810144,0.450097458981426,0.2809554652072366,0.9288900333183833,0.9046479992223776
2020-09-01,10.5019472100983,-0.21336505091105398,5.149529273241872,-0.16009704091182878,-0.6536054834381153,0.0016551515141175984,-75.06011720647993,12.657211738922749,0.011160016928753003,-0.043248374310345734,0.3561514748401226,0.01674838231611862,0.004049756271162363,-8.453175012918354e-5,-1.482079558747698,-4.999738294607241,0.5486909286051814,0.5494881554368503,-0.15392375100155142,0.26580699303878097,-0.6855377370791134,0.3776902350760105,0.7034119064384017,0.9297770694199367,0.9058374339949151
2020-10-01,11.327313742377013,-0.18908021126868768,4.1142820904185875,-0.1887573701119833,-0.703788774879423,0.0011686225308236557,-51.42440102946159,17.50580256208333,0.013241157021120654,-0.0037456952829734965,0.1757862650324714,0.013329680550765877,-0.005324578815011961,-2.0015129833856197e-4,1.3791127342739058,-3.44986523306935,0.5081777354543425,0.7042645698514223,-0.21664522412646825,0.30946836225976004,-0.8355819486459883,0.40229150039305184,0.9209097939778905,0.9285646997641221,0.904211756501891
2020-11-01,10.963025993793869,-0.3174097978064765,4.531821274185581,-0.18562590036948298,-0.6342955101334709,0.0010313012003118258,-53.61265987918856,13.12253791820389,0.015492801655418434,-0.00281212878017501,0.21222736030326347,0.010877789120329289,0.007133090496304771,-2.4625469680868774e-4,-0.2881242486833095,-3.6131464248206178,0.4673754192103553,0.3522443911485137,-0.16436435976906694,0.2865366075787816,-0.7374375749266301,0.4087088553884962,0.5166087509175806,0.9292564517827137,0.9051393330722751
2020-12-01,9.592872782072472,0.1297708795868554,4.416484931658442,-0.14143785474698364,-0.6501784046678275,0.0012544506591803946,-69.60537848028294,15.055580052855788,0.013000589338856504,-0.02710360197265012,0.19786634548531998,0.007115662096584676,0.02117401129541736,-2.953879966939626e-4,-1.8041306338743597,-3.1621808840008794,0.4341823070942886,0.2912491851081759,0.00536743074085777,0.30155181420893173,-0.5977361976770057,0.6084710591587212,0.2858817543673181,0.9278208118118121,0.9032142703840207
2021-01-01,9.375417069256924,0.5024772182448086,3.957871460462044,-0.1191983357314823,-0.6189319347952325,0.0011856748945532631,-99.68124136241966,26.41067442675199,0.016198082963523482,0.060698625706486126,0.1687566960290684,0.017071094663333404,0.015298933652467182,-2.828467635595249e-4,-5.945123367637322,-4.249017229511393,0.4331516881079408,0.48212830103236964,0.02821199490250592,0.2907260889020793,-0.5532401829016527,0.6096641727066645,0.4539163061298637,0.9314515278936014,0.9080827305846019
2021-02-01,9.038959473165994,0.5505670254011701,4.057395249591487,-0.11415594956666521,-0.6267571387491874,0.0014121231633278787,-95.11931556984358,26.082340934905872,0.01302284978573429,-0.0032179624469033,0.1828587210495649,0.01171643260478841,0.026538103851204604,-2.986867657026559e-4,-4.657154416332166,-3.757329783826452,0.40232189424525344,0.30558764475820027,0.017196325407066837,0.2843683274670904,-0.551540329527114,0.5859329803412476,0.28839131935113343,0.9263763026838009,0.9012773149623694
2021-03-01,8.823589568256844,0.5372891235363388,4.252808022705374,-0.10827385187228214,-0.7169316563405471,0.0015477716773981249,-84.28177349483728,19.72776412481503,0.0104416749733302,-0.09511943805100317,0.19801832612724427,0.0033916583983557153,0.03214053946700982,-3.2329295928926356e-4,-2.126306424858849,-2.5030741189763472,0.407217202570109,0.2704703666610354,0.08035057505076537,0.2637430795829006,-0.44713558411503584,0.6078367342165666,0.19011979161027004,0.9220978982786951,0.8955403636009776
2021-04-01,8.862577949031808,0.4957183060281498,4.6230020789723545,-0.12540084053640022,-0.6736092769821755,8.900721451853646e-4,-72.67000877612507,8.726728626183762,0.013799256932017601,-0.10384131680022683,0.23170658240524847,7.953411426662151e-4,0.039068414180849914,-4.0758374708448866e-4,-0.4762707024901666,-2.5613554712573356,0.40388525162372296,0.39691517215662353,0.36622177900901853,0.23213149637667582,-0.09804121374433311,0.8304847717623702,0.030693393147604997,0.9192015177300371,0.8916565805925498
2021-05-01,9.4100119122126,0.5689885278234275,5.8468800574545385,-0.19361184295160616,-0.42421520879392455,-0.0022098954692029707,-52.81720018347037,-3.623770051327618,0.03034720019935284,-0.09600465200208291,0.4171827952309901,-0.0038906280200656095,0.06625975656675502,-7.811068866103327e-4,2.6588246890473552,-5.169302234457416,0.4053339761437705,0.582158300978762,0.10855727771479273,0.19344600905431977,-0.2783347403938468,0.4954492958234323,0.47360102326396925,0.9363961569401252,0.9147130286242589
2021-06-01,9.3681120383221,0.5180916739258191,5.904239329541813,-0.1936368023890993,-0.4323436753128541,-0.002225259640966381,-50.62487964193153,-6.140963220857185,0.03174198226449963,-0.10869769083770758,0.41496808200327107,-0.005297402253761189,0.06770662343957215,-7.885415365554607e-4,2.9210946122445254,-4.8191351750354015,0.3755567887947911,0.2840161366605767,0.05777530515319107,0.1847450346253747,-0.31171476409755833,0.42726537440394047,0.2262408315073856,0.9337297401864193,0.9111376061590623
2021-07-01,9.357580779104069,0.5889302796638919,5.920132879511467,-0.19799275496992147,-0.4890417323513309,-0.0018547639512918694,-42.590860472581454,-5.7958965863941785,0.03400118095468867,-0.10254439578187323,0.41771845788462725,-0.00578014087348176,0.059942906646895985,-7.286128353034659e-4,4.035058638494516,-5.08621459287428,0.3880380694032619,0.4059370664095424,-0.1580280867756052,0.21674862999394306,-0.5915253467634913,0.2754691732122809,0.5639651531851476,0.9309447509595915,0.907403188786725
2021-08-01,9.336653982923448,0.5790623596021002,5.90068899614672,-0.19739836997720264,-0.4986951409116966,-0.001756166884666651,-41.1933605123333,-6.373075286624172,0.03385566144443494,-0.104033642106395,0.41277108519209094,-0.0061250962023671855,0.059577495649441474,-7.259636279283111e-4,4.143701513232098,-4.971892384540946,0.3898887451930298,0.3415036592098603,-0.22339493767017693,0.2296747658021526,-0.6827444692744822,0.23595459393412826,0.5648985968800373,0.9256714365151643,0.9003321535089702
2021-09-01,9.149561045630637,0.4425342160124284,5.6871729675000875,-0.1949049310410448,-0.4348858971897859,-0.0017789519551121384,-39.25983031892169,-14.30732338323973,0.03157737843364871,-0.09312119244053046,0.37356503065738955,-0.00583165782087016,0.06436339001957302,-7.645069572630847e-4,4.047915118493515,-4.210972943441108,0.39043497332383154,0.47575874498899035,-0.1864132983398381,0.22867120324224668,-0.6437557048243314,0.27092910814465526,0.6621720433288285,0.9208071785114438,0.8938096257312542
2021-10-01,8.02115412014851,0.6162324186625534,3.278033168853851,-0.1191295807821365,-0.7418870920034055,0.001747553690233781,-40.08109809109091,12.3976316602699,0.0134273066699559,-0.0594761013353832,0.09288951298615941,0.001993535435618997,0.029008526382677473,-3.7658401422738556e-4,2.7891648979506156,-2.1314594634883623,0.38877926921759254,0.6443209546361292,0.5208055482437519,0.20595020759371974,0.10890513305631244,0.9327059634311914,0.12351540639237724,0.9239999034679868,0.898090779650255
2021-11-01,7.09200561427738,0.6067917502975797,1.974596908098508,-0.0948945842749857,-0.8304937766904908,0.0019778851522583804,-12.863259860321362,3.9994792651929827,0.002581701135531701,-0.03948450435904943,-0.1355197284648889,0.0052800303818518815,0.020218340333772525,-3.6143612059184974e-4,6.259734745273153,0.36447628431448637,0.49311296585574754,0.6352991982240527,0.5708473440927673,0.20061114790075552,0.16962504829125624,0.9720696398942783,0.0644518541312854,0.9271508614823819,0.9023159278968302
2021-12-01,6.7523055818021485,0.5431629267208362,1.506543991731891,-0.09006900155146998,-0.8718481616868781,0.002034354522410219,4.647221651246992,1.4093020624249721,-0.0019294091787088832,-0.024929362346134583,-0.2179803755422419,0.005448330505828525,0.015398380226243588,-3.3117076507269144e-4,7.537291009968364,1.1503624627368532,0.5488512560232925,0.6278012173450946,0.7412366169445495,0.2397927624938371,0.26165109195687525,1.2208221419322236,-0.11343539959945481,0.9259893027518198,0.9007583832353947
2022-01-01,6.614291825655491,0.4884033640974664,1.380599294535973,-0.08696755915490988,-0.9046169566873601,0.0020470911057284664,11.796860585199411,1.6613704758086116,-0.003103758352470956,-0.013888664228150957,-0.2395236768041527,0.0056303998212869095,0.010088705133441197,-2.558812448457232e-4,7.5429879945931635,1.3138126845773699,0.5683066456136773,0.6635634738118317,0.7668068058090238,0.21221121726868447,0.3423843712716549,1.1912292403463929,-0.10324333199719216,0.920966940853595,0.8940238525082296
2022-02-01,6.604656454321538,0.39152809113963366,1.681029627033896,-0.10276762127352136,-0.8626310478193159,0.0013780634506104102,23.931009934705173,-6.628730410818552,0.0022128009939729695,-0.0021387146444969024,-0.15859435815619832,0.003110395545625843,0.011460516572656298,-2.413906071769247e-4,7.933670759266143,0.7192456656068542,0.7011641344344272,0.6232937178262761,0.634323695158602,0.1516427323386228,0.3310382304813564,0.9376091598358476,-0.011029977332325913,0.9324303425247352,0.9093952320218041
