date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,MS_actual,MS_fitted,MS_tilde,MS_tilde_se,MS_tilde_lo,MS_tilde_hi,non_fundamental_component,Rsq,AdjRsq
2012-09-01,-5.902134151586021,0.06638019723557358,0.9564156559525372,0.40396682450563,-0.7312350367153986,0.00552771072608109,4.846612449986932,70.10605656043465,0.0017803918851234423,-0.060422063013631386,-0.09569214155983657,-0.01191583954823507,0.0025868861549689774,5.720305667893966e-5,4.4778724464765824,7.691028993714521,5.657704570650979,6.725347081979745,6.727589903436777,0.6256304132675109,5.476329076901755,7.978850729971799,-0.0022428214570320293,0.9560660830415719,0.9410886113511987
2012-10-01,-8.297049853732624,-0.9822250782692594,0.21977634650796415,0.3601759947683027,-0.4455274573797508,0.011996374450702861,133.76706484249434,108.9123951299618,0.007902602755402464,-0.011778864118376139,-0.08918964539153275,-0.010149174898091496,-0.023139750251535363,-2.4381918442370945e-4,-3.3910720283405222,6.1774352094486,4.829016006494351,6.1190684052405615,5.923440587279542,0.7183569276451609,4.48672673198922,7.360154442569863,0.1956278179610198,0.9463918448857606,0.9281163374604516
2012-11-01,-9.544259965089843,-1.159632422835356,-0.16491796994485855,0.34972555396818994,-0.29693026969989816,0.00860275038115307,176.99332023719475,129.35800123311782,0.015517723452446171,-0.011609627989953832,-0.05880017061941349,-0.00925395891957715,-0.039861913273209454,-1.7684006028605801e-4,-6.912669231424327,4.756324106115556,4.6316411546193414,5.795285652396633,5.4027884266187645,0.6550710554792275,4.09264631566031,6.712930537577219,0.39249722577786894,0.9404996787940444,0.9202154783829232
2012-12-01,-9.837669606169436,-1.372346221394163,-0.8409026995115008,0.33707489662631346,-0.23349185138859258,0.012766273670454605,204.57488051925029,135.18008551926837,0.019880360936678092,0.012022304171866055,0.04663819373349836,-0.007651402982543991,-0.04010979219319166,-5.433342165652959e-4,-9.447663139461538,3.9056026101976262,3.5912705531284255,4.5068817808603034,4.259229525406932,0.5969337127007055,3.0653621000055207,5.453096950808343,0.24765225545337177,0.935790337347086,0.9139006796245017
2013-01-01,-10.27869600741523,-1.1998410846291987,-1.411171648382791,0.3374159354983185,-0.151879421087065,0.011151553697988904,201.27790268701506,147.97713261020218,0.03008074406970383,-0.010513511112222512,0.13355229465693394,-0.006510225607972284,-0.052576784336740734,-6.184160203925442e-4,-11.202720800102973,1.6444082781431129,2.8858904215809855,4.214303676055966,4.0603689090585515,0.5723087876907462,2.915751333677059,5.2049864844400435,0.15393476699741448,0.9290987013138735,0.9049278040345122
2013-02-01,-11.14736997278714,-1.1252595569322479,-1.4278978553202921,0.33791230992599836,-0.04430622864703164,0.011756365586919539,199.30336980307746,165.23374246801785,0.03632143301777669,-0.04871661399477542,0.09560785850082142,-0.0059596284900091286,-0.0742939618539401,-7.940819288232737e-4,-12.870492246726315,-0.4545793127550998,2.822253637412262,3.9759350767158224,3.4238444438526336,0.5563538520254578,2.311136739801718,4.536552147903549,0.5520906328631887,0.9248578731052635,0.8992412389366032
2013-03-01,-13.651006850410134,-1.13058036069877,-0.7078577375546047,0.36149555861887617,0.17065498795499814,0.0099642860101565,193.06778401064332,186.93322058055963,0.05278699049866956,-0.1526736448070871,-0.09431862978322961,-0.006700309916725218,-0.14176689562367395,-8.6562463024056e-4,-18.17469001670873,-3.6934904968885087,2.9905529720030097,3.8964316548643665,3.131384353617566,0.578314994363865,1.974754364889836,4.288014342345296,0.7650473012468004,0.9260856484444253,0.9008875740504794
2013-04-01,-14.351026909874072,-0.6661178210696646,-0.5118336233595735,0.36759525416500843,0.26921322261425734,0.0021685145437577453,173.67263921086675,205.26466776976199,0.05630338906722514,-0.18898383528210763,-0.11578672239194009,-0.006735645755474113,-0.15128487985530173,-5.126730891599406e-4,-17.355838854911674,-5.689439699297159,3.068316245005904,3.819962570078716,2.8878902379883407,0.6675625374935272,1.5527651630012862,4.223015312975395,0.9320723320903754,0.9220545268248669,0.8954822064242534
2013-05-01,-14.714296951761511,-0.23690044357068746,-0.45308117174152457,0.36996068253850267,0.3285862616631075,3.852530284406015e-4,145.20774961853058,215.3253165128565,0.06319512461633241,-0.2278956635623887,-0.10997157406464891,-0.006158445727754397,-0.16065200033355137,-5.29056043869553e-4,-16.681379378974828,-7.623492598536267,2.4251712302017956,3.120386313795792,2.68901637122325,0.5978360382941427,1.4933442946349647,3.884688447811535,0.4313699425725419,0.9177564965483732,0.8897189385535005
2013-06-01,-14.050599045921615,0.2635302207372067,-0.576501840809113,0.36801255730882265,0.3813910834555914,-0.0018390257079416781,96.61133479458103,220.35375070411496,0.058619875872218015,-0.2240735087136046,-0.059370399145720495,-0.0056333222098340074,-0.1441757846389537,-4.010609089659498e-4,-13.22020874656044,-8.009358782473875,2.599477002897557,3.7406012577801016,2.492989818825567,0.6750021689659758,1.1429854808936155,3.8429941567575185,1.2476114389545345,0.9102819857723307,0.8796962991038071
2013-07-01,-14.171804584121222,0.22229712147263955,-0.47441896178428594,0.37800788477549835,0.4669325687709962,-6.257747254845487e-6,70.66294287124092,216.2497790824947,0.059237386861499146,-0.21201595884429444,-0.051964877757084624,-0.005789444816268905,-0.14270116715511533,-5.139440548804379e-4,-12.427367643010983,-7.919550492104792,2.726058850338198,2.9670791833755223,2.3289386636617344,0.6438575219931796,1.0412236196753752,3.6166537076480934,0.6381405197137879,0.9103236586513439,0.8797521786461202
2013-08-01,-13.949687264426954,0.03194915305601925,-0.26509203887100846,0.4053432345555578,0.6086894219719553,-7.605179360267109e-4,19.000637425396203,202.98000498917466,0.05360529496318355,-0.1618112849974655,-0.016984498114979762,-0.006883827614866759,-0.12996592268044277,-4.203610818752728e-4,-10.010932587760678,-6.800155924406097,2.509038410743101,2.6810836170714234,2.2748814393218684,0.6199988013312175,1.0348838366594333,3.5148790419843037,0.406202177749555,0.9119563291646131,0.8819414413798221
2013-09-01,-14.535478033675151,-0.734644216325549,0.4813753146684895,0.46330909565268624,0.9601201393767326,0.0038623169547362577,-63.33101354840717,180.42270041260397,0.04275868168860539,-0.09027409517689322,-0.07578652504765147,-0.00943567319512308,-0.13747954075705873,-4.872867658415083e-4,-9.699731153838254,-5.161715236573988,2.4695871643423892,2.5038766766802265,2.1833957825671106,0.5850586674286754,1.0132784477097598,3.3535131174244617,0.32048089411311587,0.9212884637982939,0.8944549855477122
2013-10-01,-15.128183459629723,-0.5320201879281183,0.6256019990210263,0.46494718553256636,0.9602587250181115,0.001323848461690731,-63.79725078414962,181.5686702748346,0.056161053848822584,-0.13709537767508861,-0.1154778165866403,-0.009609114462528812,-0.15219580988288683,-5.759255017210684e-4,-9.022065724711476,-5.143248771939728,2.141960672030611,2.742967989094375,2.294756669211873,0.6223112945308733,1.0501340801501264,3.5393792582736197,0.44821131988250196,0.9186794520394148,0.8909565379619426
2013-11-01,-15.827841947236378,-0.7084932637125677,0.9220093986801798,0.48159199752088666,1.0749012470352695,0.0015175618085364556,-77.38934019853811,175.60203722883966,0.058913707001604566,-0.14755151006450692,-0.20335816058417308,-0.012471047048393387,-0.1704196270577995,-1.886235146412156e-4,-7.299356409780514,-3.6135666706570104,2.054462284594716,2.256884228826564,2.361647683495212,0.5692495529578923,1.2231485775794275,3.5001467894109966,-0.10476345466864823,0.9180390924749708,0.8900978740005291
2013-12-01,-16.20695305209932,-0.6086393913517198,0.9363727612125853,0.4759424682916199,1.0573412780649958,8.645348971498762e-4,-65.84913931053791,179.42858267127687,0.06801439397325224,-0.16500725818756934,-0.21521521008259425,-0.012034027009006304,-0.1756145095015381,-2.0267506177178024e-4,-8.261871880477566,-4.093196079893793,2.042175159329968,2.340964492415786,2.1704473470781736,0.5743284459312934,1.0217904552155868,3.3191042389407603,0.17051714533761242,0.9158838941286517,0.8872079489452375
2014-01-01,-16.415197780068265,-0.4757267591356,0.9024533546885113,0.4675362203749687,1.0305596139617652,6.606057762249598e-4,-55.93977287062414,184.05913214794987,0.07549962538062141,-0.17613102073075068,-0.20935393546766648,-0.011106549104090587,-0.1760465737927535,-2.5445947350716177e-4,-9.668624252666442,-4.828433097356131,1.877323406345052,2.306912408361987,1.7745436778676655,0.5775929893062268,0.6193576992552119,2.929729656480119,0.5323687304943214,0.9135782151192777,0.8841162430008497
2014-02-01,-16.38524322501521,-0.4178600958970347,0.7956090286901959,0.4597271642008197,1.0008981607517546,0.002226730679385396,-52.47816581327958,182.70533939335115,0.08356915695433269,-0.18078443701063263,-0.1997888214565657,-0.01081351825585477,-0.17468498203863475,-4.6186101909194926e-4,-7.813532330988148,-4.453017174521714,1.7686944266291782,2.232076674996316,1.5120858072821193,0.5820927793571846,0.34790024856775004,2.6762713659964885,0.7199908677141966,0.9113246778658471,0.8810944544110223
2014-03-01,-16.771007039273574,-0.5758198742502325,1.8068233422617035,0.4477310196151944,0.872949218272868,-0.0021354553770358033,-40.044213535018955,176.50252456834437,0.12350779137670892,-0.19248435825227794,-0.32006045255823656,-0.011291917104228475,-0.2940142768882153,6.783411107535206e-4,-4.60468323997222,-7.872053877716226,1.5468347529875324,2.5475006502265987,1.0538703867147525,0.5639288468591994,-0.07398730700364631,2.1817280804331514,1.4936302635118461,0.9202836278409045,0.8931075918775764
2014-04-01,-16.356136232084094,-0.5396252094796329,1.6337447590069676,0.43860349017040173,0.8140859645161085,-0.00189924333053259,-37.1373976050112,173.9747299747604,0.1302706859006563,-0.20452457519991893,-0.28669294977173587,-0.01007401963951977,-0.2933261919101468,6.065815036624665e-4,-3.160015287477766,-7.582719644549846,1.351228566766354,1.469969417481666,0.8358733283041673,0.5947853306209103,-0.3536973329376534,2.025443989545988,0.6340960891774987,0.919838574584961,0.8925108159207431
2014-05-01,-15.455312014000734,-0.39593133602861147,1.2759342701082288,0.4285660200865506,0.7467764387513042,-0.0011849257487758095,-42.43602848463531,172.08411216218337,0.1263451761040812,-0.20786668309910084,-0.17471149235858363,-0.0064910734444256326,-0.27643055973122904,5.46687181987221e-4,-6.991744080434309,-8.290193383287356,1.4421216892821156,1.1918417961310488,0.9783223508725083,0.599006614043078,-0.21969087721364766,2.176335578958664,0.2135194452585405,0.9190589555440544,0.8914654176613457
2014-06-01,-14.190026050553586,-0.19418303548091548,0.8978136252983914,0.42101788650471567,0.6796221057088712,-0.0013743192979451015,-59.21759353990982,171.01732049528837,0.11513210854052201,-0.19834452644277417,-0.004307882531113349,-0.0017646161510368377,-0.24242783285763758,3.6413441007906294e-4,-10.466743509456506,-9.217668198640446,1.342207493438491,0.902139959923981,1.2183010725534622,0.5828608874337153,0.052579297686031534,2.384022847420893,-0.3161611126294812,0.91773347059232,0.8896880628397018
2014-07-01,-14.137553486114905,-0.23700167482864745,0.9190345129211659,0.42323054972664503,0.6858831164319964,-8.981599379481018e-4,-65.72199277699303,169.32070193735922,0.1177254450469738,-0.20128156006593406,0.03262613070621169,-7.144282544182259e-4,-0.23947321687623602,3.4525921254877784e-4,-9.76767062487973,-9.121134360258413,1.4458537296572131,1.3697818138332667,1.0816563794568435,0.5631034378155795,-0.0445504961743155,2.2078632550880024,0.28812543437642324,0.9170920331478356,0.8888279535391432
2014-08-01,-14.843281836678184,-0.3213889698223781,1.3235219052058838,0.433585994726737,0.7826834881823161,-4.693294576832024e-4,-77.03085936802267,170.1368095800194,0.11908707238175166,-0.19372517504783263,-0.010886545565984408,-0.0014606457333612701,-0.24365833494486483,4.253777086012141e-4,-10.716358738608477,-9.252971432509582,1.4944576224929609,2.095757916742875,0.9030896714682068,0.5656491599910008,-0.22820864851379485,2.0343879914502088,1.192668245274668,0.9135825051944303,0.8841219956016224
2014-09-01,-14.93677272811129,-0.29476627378972503,1.3313876551139452,0.4317497645021223,0.780178363905523,-7.819869032871719e-4,-76.41865210274587,170.5132665744454,0.12425818879882532,-0.19516263570555675,-0.05546388805467758,-0.0022711126785785237,-0.25169016442858183,5.859104563900987e-4,-12.950551643188195,-9.514872557020754,1.446562146933346,1.5890280411787532,0.8467113066692971,0.600269328088745,-0.35382734950819295,2.047249962846787,0.7423167345094561,0.9123566848206933,0.882478281918657
2014-10-01,-15.839619480983384,-0.3559843325257322,2.153113322660959,0.46877276898598175,1.0644240805988878,-9.797174059475082e-4,-133.60391346218262,163.9374655728986,0.10077517286207235,-0.16566021414303161,-0.1196961573574945,-0.0027978061950989746,-0.24684322901814193,8.126183989823185e-4,-25.080136206482987,-10.467827985907327,1.8536311489948416,2.6707058506629053,0.37162670315586155,0.6411567956466319,-0.9106868881374022,1.6539402944491253,2.299079147507044,0.9061879274367072,0.8742065390628573
2014-11-01,-14.793919838117768,-0.15448819896809657,1.530208263061996,0.4556197758383167,0.9607462432359252,9.187022295781538e-4,-138.51882057450612,153.8710976715379,0.10459364308539117,-0.1966551612961827,-0.18778922861757463,-0.002342100378681468,-0.26211806830017675,7.946239130380606e-4,-39.87326645488451,-11.565886521970379,2.113567606834746,1.5683080444439825,-0.0013302232501999356,0.6118401484045654,-1.2250105200593306,1.2223500735589308,1.5696382676941825,0.9074430823583158,0.8758895877077417
2014-12-01,-13.625551680256429,-0.11041239601833845,1.2011756135013283,0.4466756396394732,0.9040900369295877,0.001291443770599427,-155.58418374012612,145.46184137611843,0.10544236134601327,-0.20606639558596776,-0.2283188158670249,-0.00241796655204632,-0.26941504094387664,8.48322155164323e-4,-44.56039675286662,-11.428421366632662,2.243705637716786,2.141660375499408,-0.24559159064401292,0.6472861510022233,-1.5401638926484595,1.0489807113604337,2.387251966143421,0.9079566907133836,0.8765782898202189
2015-01-01,-12.264869293660883,0.03353534918097928,0.9700025982758602,0.4362998914188365,0.8793714948248862,0.0014157103308115922,-179.35286303670281,140.87768031702166,0.09154372247641447,-0.20276841256920738,-0.21333187163298176,-9.466399111881012e-4,-0.2569573276112707,8.430398570144884e-4,-49.553564983784426,-11.665021267538782,2.618190876828429,2.981207325721728,-0.21824229696271047,0.6725906513207441,-1.5634235996041987,1.1269390056787778,3.1994496226844387,0.9058127367378651,0.8737034424439555
2015-02-01,-8.575363300128844,0.23044080067284423,-0.3347246171938812,0.3944730531349991,0.7092220913459372,0.004701369507469701,-211.36102836319552,122.89174367193407,0.08180447634363688,-0.23985295056707384,-0.47169392374855934,-0.003750796873870419,-0.2853157027806077,0.0010090458744268342,-70.47166517651736,-11.710049734447725,2.7212327859714582,2.0197281849421964,0.08647805123632857,0.7402827150735104,-1.3940873789106922,1.5670434813833494,1.9332501337058678,0.906879047255325,0.8751332679105495
2015-03-01,-3.534390085717828,0.7759194139482283,-1.7352590155334098,0.33342207187585454,0.3582423720100618,0.003015112231527932,-239.96445545137396,101.08841016091728,0.06776186240628526,-0.24582547022565138,-0.3057174491808627,0.0012628882710272972,-0.24367433560915017,8.611002732007878e-4,-69.02993434278054,-9.421696636621554,2.9968144405040884,1.5013502626055584,0.6523686436795519,0.8045047510237999,-0.9566408583680479,2.261378145727152,0.8489816189260064,0.8862404008789333,0.8474587193603879
2015-04-01,-2.387698358324261,1.0721403891650023,-2.8434472548085123,0.32960581471393907,0.2569155505679707,0.007289325357083817,-247.52196211284917,79.18617042910951,0.062064442831076316,-0.27039153228203844,-0.32587724666557777,-4.470819838309181e-6,-0.23958600336056968,6.255835705744116e-4,-76.70824150141989,-6.890634076636798,3.4555361340270476,2.217588063697159,0.9513892630916465,0.8338493160477889,-0.7163093690039313,2.6190878951872243,1.2661988006055127,0.8781927130484514,0.8366675015876961
2015-05-01,-0.35619126662159445,0.9602819007627938,-2.9807794246658226,0.3076751559108766,0.23489546404248465,0.004683553804448148,-267.35140285369044,79.43678223609986,0.04729620795318712,-0.3195807221574849,-0.4010726840185242,0.011117260078637019,-0.250351784385493,-5.233765082814755e-4,-87.36265506011154,-5.533175836425065,3.0066074769454554,2.793083536998217,1.7538873521690004,0.8566430238548437,0.04060130445931298,3.467173399878688,1.0391961848292168,0.8787591022900593,0.8374269780707613
2015-06-01,-0.140568874192661,1.3697649126589815,-3.560404511488259,0.3223607849919114,0.17276580313650458,0.0033983141485216836,-286.9930167089949,47.462770645906915,0.05346928544122117,-0.33186995486524534,-0.4468221844256151,0.0013836485713433558,-0.23843940113981885,-9.79162804909001e-4,-112.04482151749724,-6.313679190330427,3.0525514207865423,3.785705739141681,2.376931908450692,0.8522097795876752,0.6725123492753415,4.0813514676260425,1.408773830690989,0.8888312525955462,0.8509328159803915
2015-07-01,1.156606334743323,1.44644706715917,-3.5360836599742393,0.3047489098250148,0.11927106265668323,-6.643964946992189e-4,-301.0158668082845,43.92531313613389,0.05175537159548022,-0.3222365709646541,-0.4681312730026965,-1.7679771032854015e-4,-0.2298226346349245,-9.328909777466069e-4,-114.21011227491942,-6.405203667216469,2.8548961438821725,3.7568001598892278,2.650326108029823,0.9183924506997152,0.8135412066303926,4.4871110094292534,1.1064740518594047,0.8838008251623592,0.8441874701040726
2015-08-01,4.619331650848168,1.689560890766248,-4.4830575176051815,0.2663257427824517,-0.03150723237492787,5.26906753196926e-4,-355.0340360995027,2.162246986426274,0.06250665110294186,-0.2804432921851103,-0.6387607588319322,-0.025163949799600936,-0.19729923641728064,-6.644829322565558e-4,-130.21033717317698,-5.961708525164974,2.7694666770309313,3.847078001192572,2.7845386952437705,0.8478283585331025,1.0888819781775656,4.480195412309976,1.0625393059488015,0.8866687496933462,0.8480330961797142
2015-09-01,6.851855954572664,1.678484339381705,-4.810529338639964,0.23978418562594786,-0.09435137092224948,1.1412521566610213e-4,-379.6506096417785,-2.103354079948018,0.05377464429126539,-0.263617828112219,-0.7194340414604473,-0.033680342257815785,-0.18204316262625797,-5.993824882997008e-4,-133.97455705698871,-6.464848770245287,2.2531225941065,2.533716298163593,3.301998572951851,0.9194257100042657,1.4631471529433198,5.140849992960383,-0.7682822747882581,0.8886242691605414,0.8506552700107259
2015-10-01,13.28157739373747,1.0157249940508872,-4.381303036863954,0.10977264125096725,-0.1800273392915314,9.223870037814869e-4,-432.0627780550482,24.963067592555685,0.04785479708985553,-0.2547135565024518,-0.8955202192101556,-0.025960935788014814,-0.17814712855984338,-0.0010604898617967134,-132.1426169403163,-8.033991808883698,2.0864071087425615,3.877318850810211,3.190663602978903,1.119301730228254,0.9520601425223951,5.429267063435411,0.6866552478313079,0.860762124433495,0.8132946668540046
2015-11-01,15.36036355099901,0.7453801033779579,-3.7607809271494053,0.04224902656579933,-0.2039763804188297,-3.0164261011773636e-4,-440.57539950776294,38.48833464637063,0.065779526472009,-0.21286039522662428,-0.881287875624331,-0.026635146973606715,-0.16522933784964386,-0.0010730533178543436,-121.1507518821617,-10.02782190169744,1.97960001227388,3.2566651492258236,1.9068987042163954,1.1375879796764794,-0.3682772551365634,4.182074663569354,1.3497664450094282,0.8553972080268594,0.8061008016723796
2015-12-01,16.84109914025406,0.6118964231548847,-3.5337296720234495,-0.014139041574397177,-0.13439149340576612,0.006880126639387323,-443.5339095635356,41.55655893814235,0.05830816077247663,-0.2074994731435243,-0.8409003190610721,-0.01921216277481386,-0.16592010818797168,-0.0013361865671597142,-116.44562788584437,-10.226029361523487,2.204018556164475,3.289700575059184,1.9080173882273552,1.0754000711664935,-0.24278275410563177,4.058817530560342,1.381683186831829,0.8566560294263227,0.8077887667307508
2016-01-01,17.256734964170498,0.7301467277624915,-3.410345500639725,-0.03917942644925001,-0.10566224920945752,0.0039584852820406325,-434.7995478812669,39.32194888287113,0.059962000546336554,-0.21163255922591856,-0.8113387029575281,-0.017481643420323673,-0.16281114792817888,-0.0013450206561959868,-115.04955161774467,-10.038681467249791,2.489058640993614,2.7953202947698275,1.5707821395140353,1.0523358754424683,-0.5338896113709013,3.675453890398972,1.2245381552557921,0.8615591914720981,0.8143634612921316
2016-02-01,16.923975236472526,0.8650330409361613,-2.982327930496032,-0.07896311097339999,-0.025391192245039208,0.0036783104405972897,-411.5932167468937,34.60652429773997,0.07723267550015939,-0.1833515061545558,-0.734347768527565,-0.015968113522946942,-0.17833096164650458,-2.898606056520709e-4,-100.55812222404715,-9.649748404267767,2.9462616628079377,2.257581183976734,0.8295156425288503,1.1130533598615215,-1.3965910771941927,3.0556223622518934,1.4280655414478836,0.8644461790482314,0.8182346491783103
2016-03-01,17.200962222098507,0.8618152993448628,-2.8787413634989716,-0.10680873141447493,0.08483071315620967,0.004909414855626567,-415.48966018872096,11.381756820308178,0.09576437596010143,-0.15181630414537345,-0.6819139726893316,-0.024270478111189025,-0.17058564207966687,-2.165108738899826e-4,-91.67992654467108,-9.176912702454203,2.599266665306093,2.4252382322341575,0.25148673187551296,0.923880839526468,-1.5962749471774231,2.099248410928449,2.1737515003586445,0.8855864071658136,0.8465817732450682
2016-04-01,17.75969113955172,1.4101891512012823,-3.234377804779946,-0.1691558945479685,0.3797287003573558,0.008049060623621195,-396.8031333001185,-20.779111076194457,0.07636468463545101,-0.23540159579609024,-0.6679409270715899,-0.00803132883848182,-0.22134399386306583,-1.9303569391743505e-4,-106.69376782434543,-6.954682096216694,2.5852514167706016,2.3826782387996133,0.7828048880521834,0.8256784741663884,-0.8685520602805934,2.43416183638496,1.5998733507474299,0.9071692402922095,0.8755223903918263
2016-05-01,16.46054534964607,1.9158411478547082,-3.1543315782525214,-0.21060282196544158,0.7242263809524923,0.004713712346167566,-355.578391367243,-42.746301394559765,0.07524756777778552,-0.28451764475978136,-0.6315124773783888,-3.313156651456384e-4,-0.2545850557935318,1.1647827955858806e-4,-111.62060917119936,-5.35907625680462,2.194342405415118,2.016728280002752,0.6382528358519863,0.8229054317556779,-1.0075580276593694,2.284063699363342,1.3784754441507658,0.9195685591675539,0.8921487497928563
2016-06-01,14.032516091280625,2.204456125200193,-2.9175075632989276,-0.2265352710588743,1.0880822467821483,0.004982655308374872,-315.28185222383803,-62.876525998286176,0.08140852357109819,-0.2909775554105515,-0.5471495086027897,-1.754564938100275e-4,-0.2657856656483549,6.083732379761017e-4,-103.88657361188508,-3.1743753618890054,2.309329659192163,2.1245114115375996,0.9053429390684098,1.2255230307177678,-1.5457031223671258,3.3563890005039454,1.2191684724691898,0.9238047824713692,0.8978291401320633
2016-07-01,8.266224818561675,2.7190616837925203,-2.1804810763002305,-0.24536279052022786,1.9123679807433362,0.0021098744000467564,-230.7854883724079,-107.5028824770371,0.09984618606491413,-0.3197393285979053,-0.32462276105142635,0.003643694517627099,-0.2829551595149642,5.773087388956439e-4,-90.40849334977099,1.3686573222267708,2.396844363605606,2.462550298047944,0.2574867596716377,0.8638294467155223,-1.470172133759407,1.9851456531026823,2.205063538376306,0.9305746932403469,0.9069069750268288
2016-08-01,6.756257449960148,2.5172119834943496,-1.8221598967678634,-0.22096454003317742,1.9159127294075144,0.002095128800948346,-216.03347130467048,-92.55691240092499,0.10978832438165113,-0.2960986216257181,-0.2691870860856198,-0.0031554380975495817,-0.2535640064361425,3.184741173224523e-4,-84.3781413046239,-1.6418990523908525,2.4773168807594037,2.1805596889810204,-0.27330730810523196,0.7322487179497138,-1.7378047440046596,1.1911901277941956,2.4538669970862523,0.9309476208987834,0.9074070371142777
2016-09-01,5.20039867027607,2.153158364418467,-1.5069828559027525,-0.1817108621528848,1.9824648737076789,0.0012483101984205782,-209.77339243592152,-88.63384068308316,0.11301766175391142,-0.4025938799855793,-0.10744440926867295,8.06065570584531e-4,-0.19393723007992,8.869780687587224e-4,-83.17800037844265,-1.9202252906895028,2.518680462353966,2.13650900392414,-0.22685089147954063,0.7240301006922496,-1.6749110928640398,1.2212093099049586,2.3633598954036805,0.932535367221515,0.909536060592486
2016-10-01,5.737574834015538,2.1367208577052725,-1.5754945193117424,-0.18603693706706173,1.919918637608806,6.979642013582415e-4,-216.0449491968859,-83.42585434519042,0.11666493698204207,-0.41410329391848755,-0.17873656128476068,-0.0027961724406976064,-0.21139040178109084,0.0011574268743181607,-89.37000196252815,-3.482944128742293,2.494466357528393,2.742212949351852,0.27746429106299697,0.6489744675912937,-1.0204846441195905,1.5754132262455844,2.464748658288855,0.9324514186135598,0.9094234931409098
2016-11-01,6.74176232256002,2.099772478785262,-1.574050586421348,-0.18714519729225468,1.6979259958099688,-0.001084993956723883,-224.70980256815116,-70.18774536922596,0.1225533309369588,-0.37372831027857745,-0.19034448494215853,-0.0013282153474211327,-0.16673685440659483,0.0013565529007358093,-87.565184092660175,-5.844563887053938,2.142997308789273,2.5556229628287106,-0.11645631442719662,0.7489565586787181,-1.6143694317846329,1.3814568029302396,2.672079277255907,0.9323605028070048,0.9093015833093927
2016-12-01,6.874795792330132,1.7778124412098852,-1.292953854295967,-0.16593493549308602,1.4672499759690425,-4.544267278532846e-5,-240.7757515174447,-69.33369988913361,0.14649702345975815,-0.1510346110469461,-0.10521897120863566,-0.00662563090571586,0.044661670725787236,4.507128880213e-4,-57.84073268332469,-10.135014508173269,2.0368676966378088,1.8091425071474783,-0.2980815410627713,0.7180953679957015,-1.7342722770541743,1.1381091949286317,2.1072240482102496,0.936107975810977,0.9143266039283555
2017-01-01,7.890647293698592,1.7175804607866727,-1.7491365392244835,-0.1616517628094332,1.3738776378751607,0.0011456902188689544,-267.64778329894006,-83.23754695298524,0.1566679086285415,0.13533453175015336,-0.30863978536124426,-0.01405425102421318,0.31645224780724823,-5.798642901147552e-4,-39.814944947277475,-16.577741391113197,2.0597989064665607,1.8695406498508733,-0.5030652077669604,0.7043835448546284,-1.9118322974762172,0.9057018819422964,2.3726058576178337,0.9391286345345551,0.9183770326713352
2017-02-01,12.572373854984571,1.062753268321604,-1.3220470869908998,-0.12743448091731388,0.5033764077908504,0.003157064025844879,-333.8495348389168,-38.8898781879694,0.12739542277948085,-0.2614614055949297,-0.06226420472741199,-0.005981536349726928,-0.10299215027764484,8.375035438356239e-4,-74.2903720590663,-8.102754897197421,2.1478797550862265,1.929601198738879,-0.2394225085738224,0.55835120623006,-1.3561249210339423,0.8772799038862975,2.1690237073127014,0.9432349786357505,0.923883266807029
2017-03-01,12.742882463816565,1.2337312915189322,-1.760201635021254,-0.14529097419139797,0.685917320086303,0.0033055158703147215,-330.1483366321291,-14.689575790912473,0.11302530070472086,-0.23182936238324606,-0.18134109043091115,-0.005946380823837254,-0.09114973864678705,5.368069401844625e-4,-75.48593291619301,-11.368905592164582,2.0319824518154372,1.866744917235142,0.2128415778833812,0.6171816459251552,-1.0215217139669293,1.4472048697336917,1.6539033393517608,0.9440000222472251,0.9249091207405973
2017-04-01,10.381783802666215,1.4172611799645225,-1.4134823095833993,-0.15784430486089834,0.8940347865381281,0.001930584189402123,-277.090462671448,48.257748888540505,0.11179900023175839,-0.12763285735228694,-0.1555247093794262,-0.007502867188128764,-0.02623818889849079,7.384889050207585e-5,-59.76301528946805,-17.379606396904624,1.9220573156095713,2.0495085463428855,-0.29072757290846063,0.57261318668141,-1.4359539462712807,0.8544988004543594,2.340236119251346,0.9470537465242087,0.9290038873847344
2017-05-01,10.367768194741304,1.3823437702912498,-1.3993540161041838,-0.1533554273877579,0.878275708718587,0.0018968081775432844,-280.32650822950296,47.27657336093579,0.11402230577792433,-0.10882235521302729,-0.16121927256030263,-0.009236393883439864,-0.0050959755787873305,1.0004408701472417e-4,-58.88529015613469,-19.24741036566268,1.6622324918625315,1.5602936815753101,-0.4140953900022204,0.5154371336083413,-1.444969657218903,0.6167788772144622,1.9743890715775305,0.9361800845858751,0.9144232952401508
