country,DATE,TIME PERIOD,holdings,total_assets,nexus
Finland,2025-02-28,2025Feb,3796.0,652800.0,0.0058149509803921565
Finland,2025-03-31,2025Mar,4016.0,689563.0,0.00582397837470978
Finland,2025-04-30,2025Apr,4362.0,664984.0,0.006559556320152064
Finland,2025-05-31,2025May,4462.0,661586.0,0.006744399065276472
Finland,2025-06-30,2025Jun,4562.0,709691.0,0.006428149715862256
Finland,2025-07-31,2025Jul,4463.0,658230.0,0.006780304756695988
Finland,2025-08-31,2025Aug,4452.0,703175.0,0.00633128310875671
Finland,2025-09-30,2025Sep,4279.0,663856.0,0.006445674965655203
Finland,2025-10-31,2025Oct,4422.0,666070.0,0.006638941852958398
Finland,2025-11-30,2025Nov,4552.0,708333.0,0.0064263559653439835
Finland,2025-12-31,2025Dec,4987.0,659658.0,0.007559978049231571
Finland,2026-01-31,2026Jan,4862.0,673862.0,0.007215127132855095
Finland,2026-02-28,2026Feb,4968.0,704259.0,0.007054222949227486
Finland,2026-03-31,2026Mar,5669.0,670444.0,0.008455590623527095
Finland,2026-04-30,2026Apr,5759.0,667766.0,0.008624278564646898
France,1997-09-30,1997Sep,234748.0,3147124.0,0.07459127762363352
France,1997-10-31,1997Oct,229548.0,3169187.0,0.0724311944987784
France,1997-11-30,1997Nov,232052.0,3218788.0,0.07209297412566469
France,1997-12-31,1997Dec,215630.0,3189583.0,0.0676044486066047
France,1998-01-31,1998Jan,228210.0,3267523.0,0.06984189552759078
France,1998-02-28,1998Feb,232842.0,3278284.0,0.07102557313521342
France,1998-03-31,1998Mar,228699.0,3271074.0,0.06991556901494739
France,1998-04-30,1998Apr,234115.0,3304761.0,0.0708417340921174
France,1998-05-31,1998May,235640.0,3266559.0,0.07213707145653882
France,1998-06-30,1998Jun,226808.0,3286217.0,0.06901796199094581
France,1998-07-31,1998Jul,231524.0,3303354.0,0.07008755343811168
France,1998-08-31,1998Aug,237056.0,3280419.0,0.07226393945407583
France,1998-09-30,1998Sep,235055.0,3327345.0,0.07064341088765969
France,1998-10-31,1998Oct,222855.0,3359265.0,0.06634040482069739
France,1998-11-30,1998Nov,215587.0,3357388.0,0.06421271536086982
France,1998-12-31,1998Dec,206901.0,3265267.0,0.06336419043220662
France,1999-01-31,1999Jan,198303.0,3548806.0,0.0558787941634454
France,1999-02-28,1999Feb,202971.0,3527231.0,0.05754400548192052
France,1999-03-31,1999Mar,213694.0,3541186.0,0.06034531933651607
France,1999-04-30,1999Apr,206702.0,3537452.0,0.058432453641773796
France,1999-05-31,1999May,201850.0,3504986.0,0.05758938837416184
France,1999-06-30,1999Jun,196380.0,3552975.0,0.05527199037426382
France,1999-07-31,1999Jul,189215.0,3526510.0,0.053655030043867735
France,1999-08-31,1999Aug,193966.0,3500876.0,0.05540499006534365
France,1999-09-30,1999Sep,193924.0,3487501.0,0.05560543208446392
France,1999-10-31,1999Oct,196595.0,3536492.0,0.05559039862100636
France,1999-11-30,1999Nov,197141.0,3627941.0,0.054339637827627296
France,1999-12-31,1999Dec,192511.0,3627119.0,0.05307545740848315
France,2000-01-31,2000Jan,186510.0,3621261.0,0.051504158358096803
France,2000-02-29,2000Feb,187141.0,3676891.0,0.05089653187978648
France,2000-03-31,2000Mar,189026.0,3742037.0,0.05051419855014795
France,2000-04-30,2000Apr,178497.0,3758479.0,0.04749181783375669
France,2000-05-31,2000May,174052.0,3764598.0,0.04623388738983551
France,2000-06-30,2000Jun,174669.0,3712308.0,0.04705132225020122
France,2000-07-31,2000Jul,165131.0,3728643.0,0.044287157553029345
France,2000-08-31,2000Aug,168129.0,3791151.0,0.04434774557911304
France,2000-09-30,2000Sep,164646.0,3729169.0,0.04415085505644823
France,2000-10-31,2000Oct,152573.0,3751985.0,0.040664608200725746
France,2000-11-30,2000Nov,151062.0,3734649.0,0.040448781130435554
France,2000-12-31,2000Dec,147213.0,3736616.0,0.039397411989886034
France,2001-01-31,2001Jan,146338.0,3901019.0,0.037512762690978946
France,2001-02-28,2001Feb,145082.0,3894547.0,0.03725259959630735
France,2001-03-31,2001Mar,143744.0,3939837.0,0.03648475812578033
France,2001-04-30,2001Apr,148045.0,3960907.0,0.03737654027221543
France,2001-05-31,2001May,155367.0,3984472.0,0.03899312129687447
France,2001-06-30,2001Jun,157713.0,4008565.0,0.0393440046500431
France,2001-07-31,2001Jul,150513.0,3989226.0,0.03772987541944227
France,2001-08-31,2001Aug,155025.0,3992378.0,0.03883024102427175
France,2001-09-30,2001Sep,155341.0,3993551.0,0.038897963241235685
France,2001-10-31,2001Oct,152217.0,4051997.0,0.037565921198855774
France,2001-11-30,2001Nov,155778.0,4062761.0,0.03834289046291426
France,2001-12-31,2001Dec,151271.0,4050400.0,0.03734717558759629
France,2002-01-31,2002Jan,157159.0,4097693.0,0.038353044017694835
France,2002-02-28,2002Feb,158179.0,4076783.0,0.038799955749423014
France,2002-03-31,2002Mar,159237.0,4107533.0,0.03876706529198913
France,2002-04-30,2002Apr,155053.0,4136973.0,0.03747981918180273
France,2002-05-31,2002May,159276.0,4138632.0,0.038485180610404596
France,2002-06-30,2002Jun,163491.0,4131776.0,0.03956918284050249
France,2002-07-31,2002Jul,156550.0,4142900.0,0.037787540128895215
France,2002-08-31,2002Aug,155264.0,4101788.0,0.037852760796023587
France,2002-09-30,2002Sep,155829.0,4182039.0,0.03726148895311593
France,2002-10-31,2002Oct,158219.0,4199602.0,0.03767476060826717
France,2002-11-30,2002Nov,155085.0,4243773.0,0.03654413183740035
France,2002-12-31,2002Dec,152351.0,4161732.0,0.036607595107037164
France,2003-01-31,2003Jan,155640.0,4209240.0,0.03697579610571029
France,2003-02-28,2003Feb,159879.0,4251830.0,0.03760239708549025
France,2003-03-31,2003Mar,157845.0,4234627.0,0.037274829636707085
France,2003-04-30,2003Apr,159196.0,4307081.0,0.0369614595128348
France,2003-05-31,2003May,164996.0,4375837.0,0.03770615770194365
France,2003-06-30,2003Jun,168386.0,4320308.0,0.03897546193465836
France,2003-07-31,2003Jul,156177.0,4365866.0,0.03577228435320736
France,2003-08-31,2003Aug,154532.0,4374705.0,0.03532398184563302
France,2003-09-30,2003Sep,163028.0,4346917.0,0.037504281770275344
France,2003-10-31,2003Oct,163297.0,4354227.0,0.037503097564734224
France,2003-11-30,2003Nov,162635.0,4409164.0,0.03688567719413476
France,2003-12-31,2003Dec,157467.0,4351467.0,0.03618710655509969
France,2004-01-31,2004Jan,160655.0,4514892.0,0.0355833539318327
France,2004-02-29,2004Feb,152573.0,4570370.0,0.03338307401807731
France,2004-03-31,2004Mar,160782.0,4546464.0,0.03536418632150172
France,2004-04-30,2004Apr,158153.0,4709068.0,0.03358477728501691
France,2004-05-31,2004May,164164.0,4642713.0,0.035359497776407886
France,2004-06-30,2004Jun,164397.0,4653835.0,0.0353250598699782
France,2004-07-31,2004Jul,164851.0,4696840.0,0.03509827884279643
France,2004-08-31,2004Aug,163856.0,4711256.0,0.034779685077609875
France,2004-09-30,2004Sep,164784.0,4691465.0,0.03512420960190474
France,2004-10-31,2004Oct,154144.0,4759552.0,0.03238624139414802
France,2004-11-30,2004Nov,156263.0,4787094.0,0.03264255934811391
France,2004-12-31,2004Dec,155767.0,4783758.0,0.032561638778550256
France,2005-01-31,2005Jan,160920.0,4865910.0,0.03307089526933297
France,2005-02-28,2005Feb,172469.0,4925187.0,0.03501775668619283
France,2005-03-31,2005Mar,169172.0,4933341.0,0.03429156833067084
France,2005-04-30,2005Apr,167537.0,5066487.0,0.03306768575543567
France,2005-05-31,2005May,167789.0,5135603.0,0.03267172326209795
France,2005-06-30,2005Jun,172601.0,5125615.0,0.03367420299807925
France,2005-07-31,2005Jul,165492.0,5203374.0,0.031804748226823595
France,2005-08-31,2005Aug,166248.0,5185865.0,0.03205791126456242
France,2005-09-30,2005Sep,160332.0,5209131.0,0.030779030129977535
France,2005-10-31,2005Oct,171751.0,5324823.0,0.03225478105093822
France,2005-11-30,2005Nov,179259.0,5604864.0,0.03198275640586462
France,2005-12-31,2005Dec,168638.0,5471901.0,0.030818905532099355
France,2006-01-31,2006Jan,168615.0,5665346.0,0.02976252465427531
France,2006-02-28,2006Feb,172812.0,5735255.0,0.030131528589400124
France,2006-03-31,2006Mar,177419.0,5727657.0,0.03097584230340609
France,2006-04-30,2006Apr,175905.0,5859955.0,0.03001814860353023
France,2006-05-31,2006May,173021.0,5953718.0,0.02906100020189065
France,2006-06-30,2006Jun,166525.0,5795529.0,0.02873335635107684
France,2006-07-31,2006Jul,168390.0,5885952.0,0.028608795994258873
France,2006-08-31,2006Aug,160065.0,5911666.0,0.02707612371876219
France,2006-09-30,2006Sep,158453.0,6051968.0,0.026182061768998118
France,2006-10-31,2006Oct,157513.0,6099464.0,0.025824072410297036
France,2006-11-30,2006Nov,161775.0,6214536.0,0.026031710171121384
France,2006-12-31,2006Dec,152667.0,6172270.0,0.024734335989838423
France,2007-01-31,2007Jan,154940.0,6379889.0,0.024285688982990144
France,2007-02-28,2007Feb,159337.0,6449544.0,0.024705157449891033
France,2007-03-31,2007Mar,159224.0,6621646.0,0.024045984940904423
France,2007-04-30,2007Apr,156314.0,6727585.0,0.02323478633120206
France,2007-05-31,2007May,162570.0,6809094.0,0.02387542307390675
France,2007-06-30,2007Jun,161950.0,6878906.0,0.023542987794861567
France,2007-07-31,2007Jul,162176.0,6929866.0,0.023402472717365674
France,2007-08-31,2007Aug,162147.0,6877633.0,0.02357598900668297
France,2007-09-30,2007Sep,159022.0,6952278.0,0.02287336611107899
France,2007-10-31,2007Oct,154574.0,7112416.0,0.021732980748032735
France,2007-11-30,2007Nov,154626.0,7209397.0,0.021447840922063244
France,2007-12-31,2007Dec,149988.0,7120413.0,0.021064508477247036
France,2008-01-31,2008Jan,152133.0,7338452.0,0.02073093889555999
France,2008-02-29,2008Feb,154981.0,7352354.0,0.021079099292553107
France,2008-03-31,2008Mar,153393.0,7354732.0,0.020856368389765935
France,2008-04-30,2008Apr,148120.0,7331249.0,0.020203924324490957
France,2008-05-31,2008May,150730.0,7436732.0,0.020268311403449795
France,2008-06-30,2008Jun,149057.0,7315879.0,0.020374448511245195
France,2008-07-31,2008Jul,149949.0,7352428.0,0.02039448737206267
France,2008-08-31,2008Aug,149814.0,7356905.0,0.02036372632241411
France,2008-09-30,2008Sep,150248.0,7437494.0,0.02020142806165625
France,2008-10-31,2008Oct,144331.0,7904837.0,0.018258567507464102
France,2008-11-30,2008Nov,149540.0,7975893.0,0.01874899776112844
France,2008-12-31,2008Dec,149656.0,7710574.0,0.01940919054794105
France,2009-01-31,2009Jan,153083.0,7958384.0,0.01923543774716073
France,2009-02-28,2009Feb,158966.0,7862068.0,0.020219362132202368
France,2009-03-31,2009Mar,165003.0,7629081.0,0.02162816202895211
France,2009-04-30,2009Apr,166273.0,7731832.0,0.02150499390054
France,2009-05-31,2009May,167943.0,7599017.0,0.022100621698832888
France,2009-06-30,2009Jun,173375.0,7797976.0,0.02223333336753024
France,2009-07-31,2009Jul,173508.0,7877380.0,0.022026105126323726
France,2009-08-31,2009Aug,179050.0,7804531.0,0.022941801371536612
France,2009-09-30,2009Sep,177566.0,7711234.0,0.023026924095417154
France,2009-10-31,2009Oct,172239.0,7724824.0,0.022296818671855824
France,2009-11-30,2009Nov,170561.0,7811962.0,0.021833311529165143
France,2009-12-31,2009Dec,159666.0,7656744.0,0.02085298920794531
France,2010-01-31,2010Jan,156662.0,7832974.0,0.020000321716885566
France,2010-02-28,2010Feb,158799.0,7950476.0,0.019973521082259728
France,2010-03-31,2010Mar,159467.0,7959240.0,0.020035455646519016
France,2010-04-30,2010Apr,155605.0,8164490.0,0.019058753210549586
France,2010-05-31,2010May,157818.0,8394497.0,0.018800173494612007
France,2010-06-30,2010Jun,162886.0,8190512.0,0.0198871572375451
France,2010-07-31,2010Jul,160821.0,8147765.0,0.019738050864255414
France,2010-08-31,2010Aug,158404.0,8343212.0,0.01898597326784936
France,2010-09-30,2010Sep,160768.0,8151012.0,0.019723685844162665
France,2010-10-31,2010Oct,164686.0,8058925.0,0.02043523174616962
France,2010-11-30,2010Nov,164735.0,8082486.0,0.020381724137845707
France,2010-12-31,2010Dec,152083.0,7827084.0,0.019430352350888275
France,2011-01-31,2011Jan,151727.0,7873603.0,0.019270339131906955
France,2011-02-28,2011Feb,163171.0,7905292.0,0.020640730285484712
France,2011-03-31,2011Mar,137035.0,7675268.0,0.01785409968746368
France,2011-04-30,2011Apr,139131.0,7814386.0,0.017804469858540388
France,2011-05-31,2011May,137627.0,7918977.0,0.01737939130268973
France,2011-06-30,2011Jun,145946.0,7797613.0,0.01871675344749733
France,2011-07-31,2011Jul,138228.0,7980168.0,0.017321439849386628
France,2011-08-31,2011Aug,143835.0,8189069.0,0.017564267684153107
France,2011-09-30,2011Sep,146230.0,8445294.0,0.01731496854934831
France,2011-10-31,2011Oct,146686.0,8435822.0,0.017388465522387743
France,2011-11-30,2011Nov,150662.0,8361872.0,0.01801773574147033
France,2011-12-31,2011Dec,152809.0,8398744.0,0.01819426809532473
France,2012-01-31,2012Jan,155446.0,8452438.0,0.018390670242124225
France,2012-02-29,2012Feb,164322.0,8475215.0,0.019388534686140706
France,2012-03-31,2012Mar,168565.0,8454275.0,0.019938433514405433
France,2012-04-30,2012Apr,165582.0,8506735.0,0.019464812292847963
France,2012-05-31,2012May,169929.0,8804141.0,0.019301031185211596
France,2012-06-30,2012Jun,175639.0,8636646.0,0.02033648247247832
France,2012-07-31,2012Jul,171956.0,8755623.0,0.01963949338613597
France,2012-08-31,2012Aug,172908.0,8634834.0,0.020024472966127665
France,2012-09-30,2012Sep,183073.0,8563843.0,0.021377435340652555
France,2012-10-31,2012Oct,187688.0,8195765.0,0.022900607813913648
France,2012-11-30,2012Nov,185684.0,8285768.0,0.022409992652461425
France,2012-12-31,2012Dec,182686.0,8075875.0,0.022621202036930983
France,2013-01-31,2013Jan,190866.0,8478381.0,0.022512081021128914
France,2013-02-28,2013Feb,200756.0,8564989.0,0.023439142770644537
France,2013-03-31,2013Mar,198758.0,8547780.0,0.02325258722147739
France,2013-04-30,2013Apr,199281.0,8689735.0,0.022932920278926804
France,2013-05-31,2013May,202958.0,8600076.0,0.023599558887619134
France,2013-06-30,2013Jun,197132.0,8406401.0,0.023450225607843357
France,2013-07-31,2013Jul,176354.0,8384076.0,0.02103439902023789
France,2013-08-31,2013Aug,174886.0,8364811.0,0.020907346262814545
France,2013-09-30,2013Sep,172077.0,8228509.0,0.020912294074175528
France,2013-10-31,2013Oct,178664.0,8287251.0,0.021558898119533244
France,2013-11-30,2013Nov,180129.0,8261918.0,0.021802322414722585
France,2013-12-31,2013Dec,177554.0,7881631.0,0.022527570752804843
France,2014-01-31,2014Jan,183285.0,8036907.0,0.02280541506825947
France,2014-02-28,2014Feb,190242.0,8033212.0,0.02368193444913442
France,2014-03-31,2014Mar,189716.0,7956223.0,0.02384498272610006
France,2014-04-30,2014Apr,188715.0,8056774.0,0.023423146783067266
France,2014-05-31,2014May,193839.0,8091475.0,0.023955953642568258
France,2014-06-30,2014Jun,189548.0,7996377.0,0.02370423505545074
France,2014-07-31,2014Jul,180024.0,8100340.0,0.02222425231533491
France,2014-08-31,2014Aug,184396.0,8155486.0,0.022610056592580748
France,2014-09-30,2014Sep,191743.0,8131930.0,0.02357902736496748
France,2014-10-31,2014Oct,191569.0,8110742.0,0.023619170724454065
France,2014-11-30,2014Nov,198229.0,8266761.0,0.023979040884331844
France,2014-12-31,2014Dec,192649.0,8176956.0,0.0235599898054973
France,2015-01-31,2015Jan,202208.0,8540391.0,0.023676667731020746
France,2015-02-28,2015Feb,201879.0,8579083.0,0.02353153594620777
France,2015-03-31,2015Mar,196324.0,8543898.0,0.02297827057392305
France,2015-04-30,2015Apr,195469.0,8552304.0,0.022855712332021876
France,2015-05-31,2015May,194177.0,8477741.0,0.022904332651823168
France,2015-06-30,2015Jun,191577.0,8183745.0,0.023409453740310823
France,2015-07-31,2015Jul,187471.0,8395752.0,0.02232926842050599
France,2015-08-31,2015Aug,194612.0,8342958.0,0.023326498826914868
France,2015-09-30,2015Sep,187870.0,8175647.0,0.022979221094061423
France,2015-10-31,2015Oct,186064.0,8361287.0,0.022253033534191568
France,2015-11-30,2015Nov,185711.0,8416227.0,0.02206582593363986
France,2015-12-31,2015Dec,176112.0,8150044.0,0.02160871769526643
France,2016-01-31,2016Jan,191827.0,8365065.0,0.022931919835649812
France,2016-02-29,2016Feb,195374.0,8419785.0,0.023204155450525163
France,2016-03-31,2016Mar,188846.0,8294984.0,0.02276628863901365
France,2016-04-30,2016Apr,187549.0,8523911.0,0.022002693364583464
France,2016-05-31,2016May,186908.0,8612271.0,0.021702521901598312
France,2016-06-30,2016Jun,184465.0,8519607.0,0.021651820324576004
France,2016-07-31,2016Jul,174805.0,8579837.0,0.020373930180724878
France,2016-08-31,2016Aug,172248.0,8605017.0,0.020017159756918552
France,2016-09-30,2016Sep,163664.0,8439282.0,0.01939311898808453
France,2016-10-31,2016Oct,165332.0,8611607.0,0.019198739561617245
France,2016-11-30,2016Nov,163758.0,8685862.0,0.018853396473487605
France,2016-12-31,2016Dec,167615.0,8331735.0,0.020117658566913135
France,2017-01-31,2017Jan,167085.0,8563385.0,0.019511559973071396
France,2017-02-28,2017Feb,165348.0,8673837.0,0.019062843814104415
France,2017-03-31,2017Mar,168161.0,8627934.0,0.019490297445483473
France,2017-04-30,2017Apr,167698.0,8758192.0,0.019147559222268705
France,2017-05-31,2017May,170073.0,8737173.0,0.019465449522402728
France,2017-06-30,2017Jun,164298.0,8531945.0,0.01925680486688557
France,2017-07-31,2017Jul,156827.0,8664752.0,0.018099421656846037
France,2017-08-31,2017Aug,158771.0,8686126.0,0.018278689487120036
France,2017-09-30,2017Sep,158368.0,8560831.0,0.018499138693428244
France,2017-10-31,2017Oct,152441.0,8788913.0,0.017344693251600055
France,2017-11-30,2017Nov,159144.0,8775000.0,0.018136068376068376
France,2017-12-31,2017Dec,155929.0,8452768.0,0.018447093307186475
France,2018-01-31,2018Jan,166215.0,8762405.0,0.018969107225698882
France,2018-02-28,2018Feb,154588.0,8755545.0,0.01765601113351596
France,2018-03-31,2018Mar,158120.0,8631503.0,0.01831894167215142
France,2018-04-30,2018Apr,158515.0,8781703.0,0.018050599069451563
France,2018-05-31,2018May,153391.0,8974934.0,0.017091044903505697
France,2018-06-30,2018Jun,149911.0,8777157.0,0.01707967625507895
France,2018-07-31,2018Jul,148350.0,8973230.0,0.016532508360980382
France,2018-08-31,2018Aug,149849.0,9014882.0,0.0166224028223553
France,2018-09-30,2018Sep,143996.0,8818951.0,0.016328019058048968
France,2018-10-31,2018Oct,144644.0,9079180.0,0.015931394685423133
France,2018-11-30,2018Nov,144886.0,9097484.0,0.015925941721909045
France,2018-12-31,2018Dec,138280.0,8810390.0,0.015695105438011257
France,2019-01-31,2019Jan,154585.0,9186350.0,0.016827684553712845
France,2019-02-28,2019Feb,159467.0,9363956.0,0.017029874980189996
France,2019-03-31,2019Mar,149977.0,9311461.0,0.01610670978485546
France,2019-04-30,2019Apr,149450.0,9594088.0,0.015577301354750968
France,2019-05-31,2019May,157378.0,9726224.0,0.016180791229977842
France,2019-06-30,2019Jun,146757.0,9565053.0,0.015343040963808565
France,2019-07-31,2019Jul,153212.0,9924549.0,0.01543767883054434
France,2019-08-31,2019Aug,149217.0,9967149.0,0.014970880840649618
France,2019-09-30,2019Sep,150379.0,9790990.0,0.01535891671832981
France,2019-10-31,2019Oct,150881.0,9903222.0,0.015235546572620507
France,2019-11-30,2019Nov,145728.0,9925374.0,0.014682368644244539
France,2019-12-31,2019Dec,145595.0,9321264.0,0.015619662741018815
France,2020-01-31,2020Jan,151156.0,9795870.0,0.01543058452184441
France,2020-02-29,2020Feb,156281.0,9967881.0,0.015678457638087773
France,2020-03-31,2020Mar,158709.0,10211585.0,0.015542053461827915
France,2020-04-30,2020Apr,190857.0,10444304.0,0.01827378827732322
France,2020-05-31,2020May,213326.0,10520869.0,0.020276461953855712
France,2020-06-30,2020Jun,212597.0,10423250.0,0.020396421461636245
France,2020-07-31,2020Jul,203226.0,10616195.0,0.019143016871864166
France,2020-08-31,2020Aug,210787.0,10556502.0,0.01996750438734346
France,2020-09-30,2020Sep,217477.0,10476105.0,0.02075933755914054
France,2020-10-31,2020Oct,204248.0,10702653.0,0.01908386640209675
France,2020-11-30,2020Nov,201274.0,10835695.0,0.01857508909211638
France,2020-12-31,2020Dec,197706.0,10490715.0,0.018845807935874724
France,2021-01-31,2021Jan,206637.0,10770189.0,0.019186014284428992
France,2021-02-28,2021Feb,211757.0,10755826.0,0.019687655787663356
France,2021-03-31,2021Mar,210738.0,10777263.0,0.019553944262100685
France,2021-04-30,2021Apr,197849.0,10941000.0,0.0180832647838406
France,2021-05-31,2021May,198398.0,10948273.0,0.018121396863231307
France,2021-06-30,2021Jun,193879.0,10947982.0,0.017709108400068615
France,2021-07-31,2021Jul,188264.0,11217373.0,0.016783252192826253
France,2021-08-31,2021Aug,193763.0,11189739.0,0.017316132217203635
France,2021-09-30,2021Sep,188523.0,11138189.0,0.016925821603494068
France,2021-10-31,2021Oct,178036.0,11418326.0,0.015592127952906583
France,2021-11-30,2021Nov,187342.0,11482296.0,0.016315726401757977
France,2021-12-31,2021Dec,180559.0,11061664.0,0.016322951049679325
France,2022-01-31,2022Jan,181378.0,11445489.0,0.015847116711221337
France,2022-02-28,2022Feb,190328.0,11473969.0,0.01658780845581856
France,2022-03-31,2022Mar,180734.0,11489736.0,0.015730039402123773
France,2022-04-30,2022Apr,177694.0,11765934.0,0.015102413459059008
France,2022-05-31,2022May,201505.0,11773145.0,0.017115647518144046
France,2022-06-30,2022Jun,193321.0,11529284.0,0.016767823569963234
France,2022-07-31,2022Jul,188218.0,11807580.0,0.015940438260846
France,2022-08-31,2022Aug,185338.0,11857005.0,0.01563109739769866
France,2022-09-30,2022Sep,194441.0,11882335.0,0.016363871242478855
France,2022-10-31,2022Oct,184000.0,11951235.0,0.0153958984155194
France,2022-11-30,2022Nov,199737.0,11906832.0,0.016774991030359714
France,2022-12-31,2022Dec,197185.0,11511024.0,0.017130100675665345
France,2023-01-31,2023Jan,203054.0,11732954.0,0.01730629814111604
France,2023-02-28,2023Feb,207889.0,11884089.0,0.017493053106552803
France,2023-03-31,2023Mar,205622.0,11724502.0,0.017537802458475422
France,2023-04-30,2023Apr,212982.0,11924739.0,0.017860516695585537
France,2023-05-31,2023May,209498.0,12010956.0,0.01744224189981214
France,2023-06-30,2023Jun,210468.0,11683557.0,0.018014034595799894
France,2023-07-31,2023Jul,205166.0,12002261.0,0.01709394588236333
France,2023-08-31,2023Aug,217462.0,12042669.0,0.018057624933476124
France,2023-09-30,2023Sep,216302.0,11982321.0,0.018051761424184846
France,2023-10-31,2023Oct,217626.0,12077514.0,0.018019105587457816
France,2023-11-30,2023Nov,222087.0,12029350.0,0.01846209479315175
France,2023-12-31,2023Dec,221935.0,11877947.0,0.01868462622370684
France,2024-01-31,2024Jan,227003.0,12016320.0,0.01889122460120902
France,2024-02-29,2024Feb,237771.0,12118053.0,0.01962122132986215
France,2024-03-31,2024Mar,240424.0,12087773.0,0.01988985067803639
France,2024-04-30,2024Apr,250175.0,12289930.0,0.020356096413893326
France,2024-05-31,2024May,252300.0,12219266.0,0.020647721393412664
France,2024-06-30,2024Jun,255632.0,12088266.0,0.021147119032622213
France,2024-07-31,2024Jul,257510.0,12179696.0,0.02114256382096893
France,2024-08-31,2024Aug,258569.0,12182016.0,0.021225468756567056
France,2024-09-30,2024Sep,259654.0,12071821.0,0.02150909957992253
France,2024-10-31,2024Oct,260395.0,12161285.0,0.021411799822140507
France,2024-11-30,2024Nov,264299.0,12297890.0,0.021491410315102835
France,2024-12-31,2024Dec,266784.0,12157659.0,0.02194369820703147
France,2025-01-31,2025Jan,287647.0,12335945.0,0.02331779202971479
France,2025-02-28,2025Feb,291905.0,12495565.0,0.02336068837223447
France,2025-03-31,2025Mar,289259.0,12362593.0,0.023397923073258175
France,2025-04-30,2025Apr,297877.0,12557692.0,0.02372068051995542
France,2025-05-31,2025May,300899.0,12606486.0,0.023868586376885676
France,2025-06-30,2025Jun,301184.0,12551152.0,0.02399652239093272
France,2025-07-31,2025Jul,306709.0,12573758.0,0.024392786945637096
France,2025-08-31,2025Aug,302620.0,12540803.0,0.024130831175643217
France,2025-09-30,2025Sep,310316.0,12483708.0,0.024857678503854785
France,2025-10-31,2025Oct,317049.0,12653779.0,0.025055677043197926
France,2025-11-30,2025Nov,319610.0,12704571.0,0.025157087161778228
France,2025-12-31,2025Dec,308644.0,12571387.0,0.024551308459440473
France,2026-01-31,2026Jan,317417.0,12890493.0,0.02462411639337611
France,2026-02-28,2026Feb,308633.0,12836928.0,0.024042590252122627
France,2026-03-31,2026Mar,310185.0,12880961.0,0.0240808896168539
France,2026-04-30,2026Apr,316182.0,12996612.0,0.02432803256725676
Germany,1997-09-30,1997Sep,169129.22,4633980.87,0.03649760858853092
Germany,1997-10-31,1997Oct,169576.6,4694716.13,0.03612073558960848
Germany,1997-11-30,1997Nov,170551.63,4766516.95,0.035781186092289044
Germany,1997-12-31,1997Dec,162166.45,4789879.69,0.03385605912786507
Germany,1998-01-31,1998Jan,167723.68,4812970.96,0.03484826345181189
Germany,1998-02-28,1998Feb,164371.14,4845152.13,0.033924866668737605
Germany,1998-03-31,1998Mar,174131.19,4888583.47,0.035619968661392214
Germany,1998-04-30,1998Apr,176801.16,4922290.94,0.03591847010977372
Germany,1998-05-31,1998May,178267.54,4977983.21,0.03581119752310294
Germany,1998-06-30,1998Jun,181736.66,5037097.13,0.03607964176779732
Germany,1998-07-31,1998Jul,178539.04,5028253.09,0.035507170543000656
Germany,1998-08-31,1998Aug,177513.39,5104160.92,0.03477817270698433
Germany,1998-09-30,1998Sep,170751.04,5104129.68,0.03345350739599547
Germany,1998-10-31,1998Oct,174731.45,5175312.07,0.033762495408320374
Germany,1998-11-30,1998Nov,179664.39,5271296.66,0.03408352851080099
Germany,1998-12-31,1998Dec,161473.14,5294672.82,0.030497283871829498
Germany,1999-01-31,1999Jan,147244.0,5306131.0,0.02774978604938325
Germany,1999-02-28,1999Feb,150279.0,5258109.0,0.028580426917737916
Germany,1999-03-31,1999Mar,146980.0,5297754.0,0.02774383257508748
Germany,1999-04-30,1999Apr,146072.0,5351820.0,0.02729389254496601
Germany,1999-05-31,1999May,155581.0,5394079.0,0.028842922026169806
Germany,1999-06-30,1999Jun,145067.0,5412888.0,0.02680029588641036
Germany,1999-07-31,1999Jul,146176.0,5437173.0,0.02688455931050934
Germany,1999-08-31,1999Aug,142641.0,5486708.0,0.025997556276003753
Germany,1999-09-30,1999Sep,146267.0,5541739.0,0.026393700605531947
Germany,1999-10-31,1999Oct,148510.0,5612017.0,0.0264628564026089
Germany,1999-11-30,1999Nov,150318.0,5697653.0,0.026382442033588215
Germany,1999-12-31,1999Dec,143670.0,5678529.0,0.025300566396684775
Germany,2000-01-31,2000Jan,151491.0,5706544.0,0.026546890727557695
Germany,2000-02-29,2000Feb,155154.0,5725829.0,0.02709721160027657
Germany,2000-03-31,2000Mar,147190.0,5804822.0,0.025356505332980065
Germany,2000-04-30,2000Apr,146003.0,5860718.0,0.024912135339048902
Germany,2000-05-31,2000May,142907.0,5910389.0,0.024178949981126453
Germany,2000-06-30,2000Jun,140383.0,5848343.0,0.024003893068515303
Germany,2000-07-31,2000Jul,138799.0,5861803.0,0.0236785507803657
Germany,2000-08-31,2000Aug,139890.0,5917098.0,0.02364165677161338
Germany,2000-09-30,2000Sep,134606.0,5945413.0,0.022640311110430848
Germany,2000-10-31,2000Oct,137378.0,6019648.0,0.0228216001998788
Germany,2000-11-30,2000Nov,141017.0,6076081.0,0.023208545113207017
