role,label,N,Mean,SD,Min,Med,Max
Dependent,Sovereign spread dispersion,241,1.4635618614260157,1.5791842763326376,0.07623894349657374,0.795544854425584,8.032954497061638
Regressor,GDP growth dispersion,241,0.940221277163488,0.29026270468959403,0.4079192497067149,0.8721300860939857,1.698511414102656
Regressor,Inflation dispersion,241,0.5593085189769068,0.2592390721393391,0.21422118541886115,0.4982708889510686,1.542898997863036
Regressor,Debt/GDP dispersion,241,33.50317697506303,6.5144025494053635,21.23374672543685,34.78163969271197,44.41354478391391
Regressor,Current account dispersion,241,4.515356225039917,0.9523350483014563,3.127110556068509,4.400852492569184,6.926727204333724
Regressor,Policy uncertainty dispersion,241,85.74382240657197,75.43976330409052,9.542010947263902,58.12656120752211,453.6186146915167
Regressor,Bank-sovereign nexus dispersion,241,0.0303399650389709,0.005649989877517574,0.01700673941798786,0.0314741028433592,0.03820224664008205
Regressor,Bid-ask spread dispersion,241,0.002814366693934732,0.0030605024190387365,0,0.00211013918436899,0.02540285747594097
Regressor,VSTOXX (market sentiment),241,22.122392835353217,8.203254315635395,12.171536363636363,20.08389565217391,63.27197826086957
