vintage,vintage_year,vintage_month,forecast_year,iso3,country,subject_code,subject_descriptor,units,value
2014-Apr,2014,Apr,2015,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1486507344037333
2014-Apr,2014,Apr,2015,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8601653504296545
2014-Apr,2014,Apr,2015,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6195135898407154
2014-Apr,2014,Apr,2015,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4505159078691099
2014-Oct,2014,Oct,2015,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8550951210670963
2014-Oct,2014,Oct,2015,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4009556382431176
2014-Oct,2014,Oct,2015,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.451329946020219
2014-Oct,2014,Oct,2015,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.687425632441264
2014-Oct,2014,Oct,2015,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.9228434053236034
2014-Oct,2014,Oct,2015,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.9540713668936274
2014-Oct,2014,Oct,2015,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.8701588233628783
2014-Oct,2014,Oct,2015,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.0448664664048275
2014-Oct,2014,Oct,2015,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.849990000000056
2014-Oct,2014,Oct,2015,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.9024949018036752
2014-Oct,2014,Oct,2015,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4261034416911178
2014-Oct,2014,Oct,2015,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5452136047112042
2015-Apr,2015,Apr,2016,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5645304871537924
2015-Apr,2015,Apr,2016,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5039409798465853
2015-Apr,2015,Apr,2016,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.665020955248675
2015-Apr,2015,Apr,2016,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.047014232107225
2015-Apr,2015,Apr,2016,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4213786115586657
2015-Apr,2015,Apr,2016,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4864958756404478
2015-Apr,2015,Apr,2016,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.6853999513968727
2015-Apr,2015,Apr,2016,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.277014063881345
2015-Apr,2015,Apr,2016,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.096114669787207
2015-Apr,2015,Apr,2016,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.310366058015356
2015-Apr,2015,Apr,2016,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5597672145509778
2015-Apr,2015,Apr,2016,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5426987567882744
2015-Oct,2015,Oct,2016,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.58758411724631
2015-Oct,2015,Oct,2016,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4513368538473514
2015-Oct,2015,Oct,2016,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.573022575683125
2015-Oct,2015,Oct,2016,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5419725658989867
2015-Oct,2015,Oct,2016,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.8634942376005927
2015-Oct,2015,Oct,2016,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.459998999999934
2015-Oct,2015,Oct,2016,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,-1.2967003569350766
2015-Oct,2015,Oct,2016,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.825976892227523
2015-Oct,2015,Oct,2016,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2825293047053377
2015-Oct,2015,Oct,2016,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.3736642614976775
2015-Oct,2015,Oct,2016,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8650373873529746
2015-Oct,2015,Oct,2016,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5440000000001453
2016-Apr,2016,Apr,2017,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3780587457497884
2016-Apr,2016,Apr,2017,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3878816452111975
2016-Apr,2016,Apr,2017,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6233252697073652
2016-Apr,2016,Apr,2017,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.258443114238906
2016-Apr,2016,Apr,2017,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0679999010536179
2016-Apr,2016,Apr,2017,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2948543111944488
2016-Apr,2016,Apr,2017,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.661707257210688
2016-Apr,2016,Apr,2017,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.6403122902951557
2016-Apr,2016,Apr,2017,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1498381080906839
2016-Apr,2016,Apr,2017,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.422975985897514
2016-Apr,2016,Apr,2017,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8857980714304556
2016-Apr,2016,Apr,2017,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2592798422766505
2016-Oct,2016,Oct,2017,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1800000000000033
2016-Oct,2016,Oct,2017,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3673248844201291
2016-Oct,2016,Oct,2017,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4250939532707063
2016-Oct,2016,Oct,2017,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.170265413215433
2016-Oct,2016,Oct,2017,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1065955655611193
2016-Oct,2016,Oct,2017,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3486557950626699
2016-Oct,2016,Oct,2017,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.766228229663792
2016-Oct,2016,Oct,2017,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.207668428792232
2016-Oct,2016,Oct,2017,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.9409225946091393
2016-Oct,2016,Oct,2017,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.129646965374766
2016-Oct,2016,Oct,2017,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6100335709099634
2016-Oct,2016,Oct,2017,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0851467696922468
2017-Apr,2017,Apr,2018,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.29999999999999
2017-Apr,2017,Apr,2018,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5049999856330487
2017-Apr,2017,Apr,2018,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5323509096390797
2017-Apr,2017,Apr,2018,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.0697027794311484
2017-Apr,2017,Apr,2018,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4009634029683804
2017-Apr,2017,Apr,2018,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6497241857155398
2017-Apr,2017,Apr,2018,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.6983534597462278
2017-Apr,2017,Apr,2018,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.1546619450790514
2017-Apr,2017,Apr,2018,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.8147866598480213
2017-Apr,2017,Apr,2018,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.5294627401922574
2017-Apr,2017,Apr,2018,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8403044467095953
2017-Apr,2017,Apr,2018,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.453792010328514
2017-Oct,2017,Oct,2018,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.849999999999996
2017-Oct,2017,Oct,2018,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.637369906530517
2017-Oct,2017,Oct,2018,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.843450874900343
2017-Oct,2017,Oct,2018,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5086363243433274
2017-Oct,2017,Oct,2018,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.3399999999999865
2017-Oct,2017,Oct,2018,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.7613025062261922
2017-Oct,2017,Oct,2018,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.640192995725843
2017-Oct,2017,Oct,2018,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.3961258962147634
2017-Oct,2017,Oct,2018,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1245810705568626
2017-Oct,2017,Oct,2018,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.6341718482941987
2017-Oct,2017,Oct,2018,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.585137088541045
2017-Oct,2017,Oct,2018,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.0149261461392287
2018-Apr,2018,Apr,2019,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.9500000000000073
2018-Apr,2018,Apr,2019,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6860745677769406
2018-Apr,2018,Apr,2019,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.011020176063316
2018-Apr,2018,Apr,2019,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.188377364682337
2018-Apr,2018,Apr,2019,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.9528630693394833
2018-Apr,2018,Apr,2019,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.0242948021298446
2018-Apr,2018,Apr,2019,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8290837037974628
2018-Apr,2018,Apr,2019,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.011631926293346
2018-Apr,2018,Apr,2019,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1355373070503383
2018-Apr,2018,Apr,2019,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.7448699490971293
2018-Apr,2018,Apr,2019,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.40186875717463
2018-Apr,2018,Apr,2019,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8000000000000016
2018-Oct,2018,Oct,2019,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.1500000000000075
2018-Oct,2018,Oct,2019,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5388720796663646
2018-Oct,2018,Oct,2019,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.85823354197594
2018-Oct,2018,Oct,2019,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.202023913772
2018-Oct,2018,Oct,2019,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.7626666976127359
2018-Oct,2018,Oct,2019,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.623817753252843
2018-Oct,2018,Oct,2019,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.35099921740336
2018-Oct,2018,Oct,2019,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.007137039451858
2018-Oct,2018,Oct,2019,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0258691402422082
2018-Oct,2018,Oct,2019,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.511135476110705
2018-Oct,2018,Oct,2019,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5981773201691594
2018-Oct,2018,Oct,2019,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.800021584558098
2019-Apr,2019,Apr,2020,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6999999999999904
2019-Apr,2019,Apr,2020,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.389809396334174
2019-Apr,2019,Apr,2020,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4400140468989298
2019-Apr,2019,Apr,2020,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8754976933858636
2019-Apr,2019,Apr,2020,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.7314832394892843
2019-Apr,2019,Apr,2020,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4126380576949593
2019-Apr,2019,Apr,2020,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.1576118261939614
2019-Apr,2019,Apr,2020,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.447907701141717
2019-Apr,2019,Apr,2020,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.9087760803847544
2019-Apr,2019,Apr,2020,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.753981036351494
2019-Apr,2019,Apr,2020,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6890350945037103
2019-Apr,2019,Apr,2020,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.5000319443353893
2019-Oct,2019,Oct,2020,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6999999999999904
2019-Oct,2019,Oct,2020,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3001869670728805
2019-Oct,2019,Oct,2020,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2472783359905204
2019-Oct,2019,Oct,2020,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8469401179981082
2019-Oct,2019,Oct,2020,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.464918468559584
2019-Oct,2019,Oct,2020,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2631235479729996
2019-Oct,2019,Oct,2020,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.2199133986719133
2019-Oct,2019,Oct,2020,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.500640873980454
2019-Oct,2019,Oct,2020,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.5368342939330084
2019-Oct,2019,Oct,2020,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.77383656768464
2019-Oct,2019,Oct,2020,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6394164484328178
2019-Oct,2019,Oct,2020,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.6000072077506644
2020-Apr,2020,Apr,2021,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.5097041201084265
2020-Apr,2020,Apr,2021,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.563925493866416
2020-Apr,2020,Apr,2021,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.150657615365617
2020-Apr,2020,Apr,2021,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.276084362393728
2020-Apr,2020,Apr,2021,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.096125443753728
2020-Apr,2020,Apr,2021,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.470356838345357
2020-Apr,2020,Apr,2021,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.064016403891358
2020-Apr,2020,Apr,2021,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,6.274237295483798
2020-Apr,2020,Apr,2021,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.829506534001116
2020-Apr,2020,Apr,2021,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.845644612670563
2020-Apr,2020,Apr,2021,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.9833352757526743
2020-Apr,2020,Apr,2021,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.000000000000004
2020-Oct,2020,Oct,2021,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.645999999999884
2020-Oct,2020,Oct,2021,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.351760481291135
2020-Oct,2020,Oct,2021,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.184412429296991
2020-Oct,2020,Oct,2021,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,7.154170941300975
2020-Oct,2020,Oct,2021,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.571969432969513
2020-Oct,2020,Oct,2021,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,6.026067689626813
2020-Oct,2020,Oct,2021,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.117469096710091
2020-Oct,2020,Oct,2021,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.942970671784241
2020-Oct,2020,Oct,2021,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.24009400079446
2020-Oct,2020,Oct,2021,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.85630986345973
2020-Oct,2020,Oct,2021,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.047434590819465
2020-Oct,2020,Oct,2021,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,6.500000000000394
2021-Apr,2021,Apr,2022,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.0000000000000036
2021-Apr,2021,Apr,2022,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.0908041413871157
2021-Apr,2021,Apr,2022,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.424315413146628
2021-Apr,2021,Apr,2022,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.70061024917463
2021-Apr,2021,Apr,2022,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5094180747187167
2021-Apr,2021,Apr,2022,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.2174046890331995
2021-Apr,2021,Apr,2022,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.000181620649169
2021-Apr,2021,Apr,2022,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.840494557717645
2021-Apr,2021,Apr,2022,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.603918665602346
2021-Apr,2021,Apr,2022,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.6002254452998095
2021-Apr,2021,Apr,2022,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.991015227489724
2021-Apr,2021,Apr,2022,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.799999999999982
2021-Oct,2021,Oct,2022,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.499999999999993
2021-Oct,2021,Oct,2022,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.1072785677763504
2021-Oct,2021,Oct,2022,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.560425075661789
2021-Oct,2021,Oct,2022,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,6.385050050630103
2021-Oct,2021,Oct,2022,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.9627578999016357
2021-Oct,2021,Oct,2022,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.931427827920553
2021-Oct,2021,Oct,2022,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.606746380866089
2021-Oct,2021,Oct,2022,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.537945187447522
2021-Oct,2021,Oct,2022,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.233343179817117
2021-Oct,2021,Oct,2022,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.845056924253054
2021-Oct,2021,Oct,2022,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.1595544623554295
2021-Oct,2021,Oct,2022,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,5.100000000000415
2022-Apr,2022,Apr,2023,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.0000000000000693
2022-Apr,2022,Apr,2023,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3556303699767458
2022-Apr,2022,Apr,2023,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.721282550236981
2022-Apr,2022,Apr,2023,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.3150066497878994
2022-Apr,2022,Apr,2023,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.7473812158984803
2022-Apr,2022,Apr,2023,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.3562428441214358
2022-Apr,2022,Apr,2023,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5646124623607935
2022-Apr,2022,Apr,2023,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.998897878292774
2022-Apr,2022,Apr,2023,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.663208029616059
2022-Apr,2022,Apr,2023,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.0949624650116183
2022-Apr,2022,Apr,2023,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.036865787149389
2022-Apr,2022,Apr,2023,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.0999999999999908
2022-Oct,2022,Oct,2023,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0000000000000009
2022-Oct,2022,Oct,2023,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.3806304570993735
2022-Oct,2022,Oct,2023,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,-0.29373925662330436
2022-Oct,2022,Oct,2023,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2113375739180476
2022-Oct,2022,Oct,2023,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.46688819907494405
2022-Oct,2022,Oct,2023,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.657946695155065
2022-Oct,2022,Oct,2023,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8114673355011712
2022-Oct,2022,Oct,2023,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.999857325867806
2022-Oct,2022,Oct,2023,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,-0.17278359066682514
2022-Oct,2022,Oct,2023,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.119902399660333
2022-Oct,2022,Oct,2023,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.7983182678946266
2022-Oct,2022,Oct,2023,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.6500582011984335
2023-Apr,2023,Apr,2024,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0789458495122473
2023-Apr,2023,Apr,2024,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.1169370622386543
2023-Apr,2023,Apr,2024,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0976068817203588
2023-Apr,2023,Apr,2024,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.9693147483981877
2023-Apr,2023,Apr,2024,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2849556296797848
2023-Apr,2023,Apr,2024,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.2538384274972447
