vintage,vintage_year,vintage_month,forecast_year,iso3,country,subject_code,subject_descriptor,units,value
2019-Apr,2019,Apr,2020,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.78360987479796
2019-Apr,2019,Apr,2020,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,0.831960834915376
2019-Apr,2019,Apr,2020,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,0.417816727257563
2019-Apr,2019,Apr,2020,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.0189884334240932
2019-Apr,2019,Apr,2020,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-2.64402338007392
2019-Apr,2019,Apr,2020,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,8.30443651075168
2019-Apr,2019,Apr,2020,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,2.59725894263115
2019-Apr,2019,Apr,2020,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,5.04199657871915
2019-Apr,2019,Apr,2020,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,8.93586790370654
2019-Apr,2019,Apr,2020,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.535535775318307
2019-Oct,2019,Oct,2020,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,1.84204533995288
2019-Oct,2019,Oct,2020,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.838889536622597
2019-Oct,2019,Oct,2020,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.55312157883728
2019-Oct,2019,Oct,2020,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,1.04139974224749
2019-Oct,2019,Oct,2020,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.521871351637724
2019-Oct,2019,Oct,2020,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.495678913958984
2019-Oct,2019,Oct,2020,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-3.30558289167907
2019-Oct,2019,Oct,2020,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,9.64127062408986
2019-Oct,2019,Oct,2020,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,2.92178193753066
2019-Oct,2019,Oct,2020,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.48246219040221
2019-Oct,2019,Oct,2020,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,9.46315461761703
2019-Oct,2019,Oct,2020,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.712980317469919
2020-Apr,2020,Apr,2021,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,1.97925347587732
2020-Apr,2020,Apr,2021,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.07838437009581
2020-Apr,2020,Apr,2021,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.66223997465655
2020-Apr,2020,Apr,2021,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,2.38959420206697
2020-Apr,2020,Apr,2021,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-2.9743856758895
2020-Apr,2020,Apr,2021,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.5986430802637
2020-Apr,2020,Apr,2021,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-3.38622361879912
2020-Apr,2020,Apr,2021,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,5.30944714554785
2020-Apr,2020,Apr,2021,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,3.0495831658845
2020-Apr,2020,Apr,2021,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.36650373990026
2020-Apr,2020,Apr,2021,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,9.38444428383153
2020-Apr,2020,Apr,2021,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.356220075973461
2020-Oct,2020,Oct,2021,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.49794703794131
2020-Oct,2020,Oct,2021,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.82452853802032
2020-Oct,2020,Oct,2021,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.828920583671
2020-Oct,2020,Oct,2021,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,0.926716636569472
2020-Oct,2020,Oct,2021,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.690959280115454
2020-Oct,2020,Oct,2021,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.77350927623954
2020-Oct,2020,Oct,2021,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-4.46756180798394
2020-Oct,2020,Oct,2021,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,5.46054847625551
2020-Oct,2020,Oct,2021,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,2.99333320309745
2020-Oct,2020,Oct,2021,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.2833607782933
2020-Oct,2020,Oct,2021,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,8.96117950759075
2020-Oct,2020,Oct,2021,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-3.53665986725723
2021-Apr,2021,Apr,2022,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.47087324897859
2021-Apr,2021,Apr,2022,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.50993288718506
2021-Apr,2021,Apr,2022,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.98015902627772
2021-Apr,2021,Apr,2022,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,1.93469371156327
2021-Apr,2021,Apr,2022,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,1.3548270800548
2021-Apr,2021,Apr,2022,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.75916592537991
2021-Apr,2021,Apr,2022,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-3.47467924423414
2021-Apr,2021,Apr,2022,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,6.85310495255899
2021-Apr,2021,Apr,2022,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,3.35312904655098
2021-Apr,2021,Apr,2022,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.9185658846747
2021-Apr,2021,Apr,2022,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,8.89918208019539
2021-Apr,2021,Apr,2022,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,0.255841104643052
2021-Oct,2021,Oct,2022,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.00017906897497
2021-Oct,2021,Oct,2022,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.616206878013163
2021-Oct,2021,Oct,2022,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.94901402659738
2021-Oct,2021,Oct,2022,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,1.41417864946776
2021-Oct,2021,Oct,2022,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,0.357649949020415
2021-Oct,2021,Oct,2022,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.41192767224841
2021-Oct,2021,Oct,2022,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-5.13543749726718
2021-Oct,2021,Oct,2022,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,8.83395428913483
2021-Oct,2021,Oct,2022,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,3.55722341957646
2021-Oct,2021,Oct,2022,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.32837056497837
2021-Oct,2021,Oct,2022,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,8.66689960064714
2021-Oct,2021,Oct,2022,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-2.12693064630594
2022-Apr,2022,Apr,2023,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,0.759235971292537
2022-Apr,2022,Apr,2023,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,0.926785456751696
2022-Apr,2022,Apr,2023,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.86665711422124
2022-Apr,2022,Apr,2023,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,0.431962164636372
2022-Apr,2022,Apr,2023,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.00862886575034066
2022-Apr,2022,Apr,2023,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.66169773276003
2022-Apr,2022,Apr,2023,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-6.11671102344468
2022-Apr,2022,Apr,2023,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,8.40812628285009
2022-Apr,2022,Apr,2023,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,2.41870376420503
2022-Apr,2022,Apr,2023,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,2.69664413181586
2022-Apr,2022,Apr,2023,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,7.28174304000789
2022-Apr,2022,Apr,2023,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.44105137398402
2022-Oct,2022,Oct,2023,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,-2.07737147452983
2022-Oct,2022,Oct,2023,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.872548492731245
2022-Oct,2022,Oct,2023,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,5.25654703778809
2022-Oct,2022,Oct,2023,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.247665148842713
2022-Oct,2022,Oct,2023,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.248168833663964
2022-Oct,2022,Oct,2023,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.50851111146976
2022-Oct,2022,Oct,2023,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-6.3337044885353
2022-Oct,2022,Oct,2023,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,9.80941882164716
2022-Oct,2022,Oct,2023,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,0.283201383870512
2022-Oct,2022,Oct,2023,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.37888449502351
2022-Oct,2022,Oct,2023,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,7.69229084353467
2022-Oct,2022,Oct,2023,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.37266379675925
2023-Apr,2023,Apr,2024,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,0.626283858878872
2023-Apr,2023,Apr,2024,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.42602097043942
2023-Apr,2023,Apr,2024,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,5.12635251323931
2023-Apr,2023,Apr,2024,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,0.814793200088797
2023-Apr,2023,Apr,2024,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-2.18961551664495
2023-Apr,2023,Apr,2024,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.696117211762531
2023-Apr,2023,Apr,2024,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-6.03307239766328
2023-Apr,2023,Apr,2024,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,7.49075608360031
2023-Apr,2023,Apr,2024,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,0.990263979805545
2023-Apr,2023,Apr,2024,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.27379858127444
2023-Apr,2023,Apr,2024,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,6.33440417587333
2023-Apr,2023,Apr,2024,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.731698967782909
2023-Oct,2023,Oct,2024,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,0.029037424156455
2023-Oct,2023,Oct,2024,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.94247899829732
2023-Oct,2023,Oct,2024,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.57561077061513
2023-Oct,2023,Oct,2024,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,2.01054745859573
2023-Oct,2023,Oct,2024,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.944058315143122
2023-Oct,2023,Oct,2024,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.29372926056621
2023-Oct,2023,Oct,2024,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-5.96604724763309
2023-Oct,2023,Oct,2024,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,7.23180297527342
2023-Oct,2023,Oct,2024,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,0.86516886855422
2023-Oct,2023,Oct,2024,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,4.02558752368391
2023-Oct,2023,Oct,2024,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,7.57592459209612
2023-Oct,2023,Oct,2024,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,1.13395217216778
2024-Apr,2024,Apr,2025,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.09751134421341
2024-Apr,2024,Apr,2025,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.372346527558017
2024-Apr,2024,Apr,2025,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.89539999791454
2024-Apr,2024,Apr,2025,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,2.35363251397921
2024-Apr,2024,Apr,2025,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.402228271442214
2024-Apr,2024,Apr,2025,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.550014910082569
2024-Apr,2024,Apr,2025,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-5.32510532435614
2024-Apr,2024,Apr,2025,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,9.64141218390819
2024-Apr,2024,Apr,2025,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,1.31779290860379
2024-Apr,2024,Apr,2025,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,7.61567666205679
2024-Apr,2024,Apr,2025,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,8.84048805020737
2024-Apr,2024,Apr,2025,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,1.51848118921666
2024-Oct,2024,Oct,2025,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.44083985186888
2024-Oct,2024,Oct,2025,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.0292482324379188
2024-Oct,2024,Oct,2025,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,6.36862581950566
2024-Oct,2024,Oct,2025,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,3.21394416448737
2024-Oct,2024,Oct,2025,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.17581766835274
2024-Oct,2024,Oct,2025,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.120186555497055
2024-Oct,2024,Oct,2025,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-5.27290752049443
2024-Oct,2024,Oct,2025,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,11.2055645859543
2024-Oct,2024,Oct,2025,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,1.42343262440071
2024-Oct,2024,Oct,2025,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,7.00987627138718
2024-Oct,2024,Oct,2025,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,10.0558005424217
2024-Oct,2024,Oct,2025,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,2.27702938857085
2025-Apr,2025,Apr,2026,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.76817544443653
2025-Apr,2025,Apr,2026,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-1.3043673740196
2025-Apr,2025,Apr,2026,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,4.97151613760658
2025-Apr,2025,Apr,2026,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,2.22918879876925
2025-Apr,2025,Apr,2026,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.557373386610893
2025-Apr,2025,Apr,2026,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.182804422844425
2025-Apr,2025,Apr,2026,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-5.90236668905453
2025-Apr,2025,Apr,2026,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,11.0418220593903
2025-Apr,2025,Apr,2026,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,0.88213702368935
2025-Apr,2025,Apr,2026,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,7.77429099689653
2025-Apr,2025,Apr,2026,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,10.4597526534723
2025-Apr,2025,Apr,2026,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,1.54591113217687
2025-Oct,2025,Oct,2026,AUT,Austria,BCA_GDP_BP6,Current account balance,Percent of GDP,2.15714139326163
2025-Oct,2025,Oct,2026,BEL,Belgium,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.928385134166934
2025-Oct,2025,Oct,2026,DEU,Germany,BCA_GDP_BP6,Current account balance,Percent of GDP,5.09240134592946
2025-Oct,2025,Oct,2026,ESP,Spain,BCA_GDP_BP6,Current account balance,Percent of GDP,2.63830244912574
2025-Oct,2025,Oct,2026,FIN,Finland,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.0708501338529684
2025-Oct,2025,Oct,2026,FRA,France,BCA_GDP_BP6,Current account balance,Percent of GDP,-0.168998369974519
2025-Oct,2025,Oct,2026,GRC,Greece,BCA_GDP_BP6,Current account balance,Percent of GDP,-5.26881512355898
2025-Oct,2025,Oct,2026,IRL,Ireland,BCA_GDP_BP6,Current account balance,Percent of GDP,11.5105321375186
2025-Oct,2025,Oct,2026,ITA,Italy,BCA_GDP_BP6,Current account balance,Percent of GDP,0.950699302268013
2025-Oct,2025,Oct,2026,LUX,Luxembourg,BCA_GDP_BP6,Current account balance,Percent of GDP,12.4472542836892
2025-Oct,2025,Oct,2026,NLD,Netherlands,BCA_GDP_BP6,Current account balance,Percent of GDP,9.28222528467395
2025-Oct,2025,Oct,2026,PRT,Portugal,BCA_GDP_BP6,Current account balance,Percent of GDP,1.92788501542435
1990-Apr,1990,Apr,1991,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5040069006409205
1990-Apr,1990,Apr,1991,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.836708223524065
1990-Apr,1990,Apr,1991,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.68618005557959
1990-Apr,1990,Apr,1991,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.181981297924975
1990-Apr,1990,Apr,1991,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.099997462812663
1990-Apr,1990,Apr,1991,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.053258442154805
1990-Apr,1990,Apr,1991,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.0590160814879974
1990-Apr,1990,Apr,1991,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.9840375969863118
1990-Apr,1990,Apr,1991,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.891602836496565
1990-Apr,1990,Apr,1991,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,
1990-Apr,1990,Apr,1991,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.332783804976436
1990-Apr,1990,Apr,1991,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.7564832811048054
1990-Oct,1990,Oct,1991,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.937743365907064
1990-Oct,1990,Oct,1991,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.8705691266656785
1990-Oct,1990,Oct,1991,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.297073187861921
1990-Oct,1990,Oct,1991,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.298409359839627
1990-Oct,1990,Oct,1991,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.8762656250251633
1990-Oct,1990,Oct,1991,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.027997831280871
1990-Oct,1990,Oct,1991,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.500003183510712
1990-Oct,1990,Oct,1991,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.9644707118925204
1990-Oct,1990,Oct,1991,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.6798690909276557
1990-Oct,1990,Oct,1991,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,
1990-Oct,1990,Oct,1991,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.2422707562332453
1990-Oct,1990,Oct,1991,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.344527694072653
1991-Apr,1991,Apr,1992,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.91411692477217
1991-Apr,1991,Apr,1992,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.9304648334947947
1991-Apr,1991,Apr,1992,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.9278532781635827
1991-Apr,1991,Apr,1992,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.697968467645251
1991-Apr,1991,Apr,1992,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4594043760827846
1991-Apr,1991,Apr,1992,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.692101600329355
1991-Apr,1991,Apr,1992,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.4999999449743173
1991-Apr,1991,Apr,1992,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.7830916345016563
1991-Apr,1991,Apr,1992,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.5009153313448884
1991-Apr,1991,Apr,1992,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,
1991-Apr,1991,Apr,1992,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.305755761498607
1991-Apr,1991,Apr,1992,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.319129701339031
1991-Oct,1991,Oct,1992,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.089003656098277
1991-Oct,1991,Oct,1992,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.347734872323759
1991-Oct,1991,Oct,1992,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.009992902378488
1991-Oct,1991,Oct,1992,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.663764581477457
1991-Oct,1991,Oct,1992,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,0.7841087172351768
1991-Oct,1991,Oct,1992,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.377784857271825
1991-Oct,1991,Oct,1992,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.0000012200413133
1991-Oct,1991,Oct,1992,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.7830916345016563
1991-Oct,1991,Oct,1992,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.507088334663865
1991-Oct,1991,Oct,1992,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,
1991-Oct,1991,Oct,1992,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,1.8491414186286192
1991-Oct,1991,Oct,1992,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,4.319129701339031
1992-Apr,1992,Apr,1993,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.088998440200341
1992-Apr,1992,Apr,1993,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.704417200545439
1992-Apr,1992,Apr,1993,DEU,Germany,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.979768957696627
1992-Apr,1992,Apr,1993,ESP,Spain,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.461980898826722
1992-Apr,1992,Apr,1993,FIN,Finland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.515555377571488
1992-Apr,1992,Apr,1993,FRA,France,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.583562084061519
1992-Apr,1992,Apr,1993,GRC,Greece,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.499997254632813
1992-Apr,1992,Apr,1993,IRL,Ireland,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.640780090445239
1992-Apr,1992,Apr,1993,ITA,Italy,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.4250925181956484
1992-Apr,1992,Apr,1993,LUX,Luxembourg,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,
1992-Apr,1992,Apr,1993,NLD,Netherlands,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.15418719072189
1992-Apr,1992,Apr,1993,PRT,Portugal,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.5999984361542836
1992-Oct,1992,Oct,1993,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,3.0889905308661536
1992-Oct,1992,Oct,1993,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices",Annual percent change,2.704417200545439
