date,MS_tilde_hi,fragmentation
2005-09-01,0.8852226526046574,0
2005-10-01,1.0290073037137697,0
2005-11-01,0.9822646527957986,0
2005-12-01,1.0427970767445367,0
2006-01-01,1.0768345280060185,0
2006-02-01,1.0102827460949309,0
2006-03-01,0.9903476416406679,0
2006-04-01,0.10371748957547389,0.024204327507560824
2006-05-01,0.4317053367163164,0
2006-06-01,0.6708937587814819,0
2006-07-01,0.859214271434837,0
2006-08-01,0.5409892969574681,0
2006-09-01,0.3274711351164661,0
2006-10-01,0.3856441418108727,0
2006-11-01,0.5800559477220624,0
2006-12-01,0.84403287095738,0
2007-01-01,1.0174332843408194,0
2007-02-01,1.006099515040424,0
2007-03-01,1.1449216229855623,0
2007-04-01,0.57896119972793,0
2007-05-01,0.6918686575700261,0
2007-06-01,0.7135756068962684,0
2007-07-01,0.5472842415384048,0
2007-08-01,0.5450326479679926,0
2007-09-01,0.7544813532728329,0
2007-10-01,0.7217690898089324,0
2007-11-01,0.9094137150463724,0
2007-12-01,0.7635383046807218,0
2008-01-01,0.9442647725409561,0
2008-02-01,0.9509387241234015,0
2008-03-01,1.1123593915727286,0
2008-04-01,0.5959457915112518,0
2008-05-01,0.531007275361706,0
2008-06-01,0.5533457177330934,0
2008-07-01,0.7578580115943577,0
2008-08-01,0.7282857164853582,0
2008-09-01,0.9338598276382825,0
2008-10-01,1.0351037733600608,0
2008-11-01,0.8815812702001914,0
2008-12-01,1.1075712727310245,0
2009-01-01,0.919461039879405,0
2009-02-01,0.7431720442733168,0.035127395469850886
2009-03-01,0.47578284531863535,0.39010357865332423
2009-04-01,3.0096795344735177,0
2009-05-01,2.5894175441887417,0
2009-06-01,2.4595921371158824,0
2009-07-01,2.4125893142011954,0
2009-08-01,2.3231802161521484,0
2009-09-01,2.5294170800689812,0
2009-10-01,1.811521854967081,0
2009-11-01,1.7354599700031754,0
2009-12-01,1.9366715257663192,0
2010-01-01,2.1095445386209493,0
2010-02-01,1.5487527975736701,0
2010-03-01,1.1775466805701242,0
2010-04-01,1.363716840965826,0.00860897949285988
2010-05-01,1.7808162011662754,0
2010-06-01,3.1780693227688337,0
2010-07-01,3.1341180644201607,0
2010-08-01,3.276933648323787,0
2010-09-01,3.5274190326446657,0
2010-10-01,2.7277530356330377,0
2010-11-01,2.9500894411245264,0
2010-12-01,2.732418083869106,0.13651158533562713
2011-01-01,2.514765147883724,0.30225390147871245
2011-02-01,2.099740361015429,0.6992234342620618
2011-03-01,2.486032103734516,0.6828135187712516
2011-04-01,2.6653207310279354,0.8690405212220615
2011-05-01,2.4337818986809254,1.8050094565307595
2011-06-01,2.2701441186824196,2.3087116608399922
2011-07-01,2.2163436530095044,2.429971220758989
2011-08-01,2.275770855105296,2.237126938146496
2011-09-01,3.278301967199172,1.7478174823309862
2011-10-01,4.6478382932819855,0.3633699298987194
2011-11-01,4.120854616589548,0.8513830780337184
2011-12-01,3.9972357628886876,1.8518586227849663
2012-01-01,4.880566900982546,2.2501855113886418
2012-02-01,4.561684221720723,3.471270275340915
2012-03-01,6.455400409256116,0
2012-04-01,9.722683989660876,0
2012-05-01,10.22753668229257,0
2012-06-01,7.333169718962688,0.30769090524520415
2012-07-01,5.6896233768943905,1.4354483673549554
2012-08-01,4.13538609759233,2.560005682713223
2012-09-01,4.11358987954544,1.5441146911055386
2012-10-01,5.188107082892777,0
2012-11-01,5.25188086228018,0
2012-12-01,4.922781773856427,0
2013-01-01,4.737853613882072,0
2013-02-01,4.242715438502113,0
2013-03-01,3.9509658488579986,0
2013-04-01,3.8110998363178124,0
2013-05-01,3.189597504619413,0
2013-06-01,2.885810009821824,0
2013-07-01,2.6225573129229334,0.1035015374152648
2013-08-01,2.4690306286621584,0.0400077820809428
2013-09-01,2.166928496284225,0.30265866805816444
2013-10-01,1.4212922840081113,0.7206683880224996
2013-11-01,1.5351314799792664,0.5193308046154494
2013-12-01,1.5751197298115567,0.4670554295184115
2014-01-01,1.3207728507801377,0.5565505555649142
2014-02-01,1.247408008773864,0.5212864178553143
2014-03-01,1.269916410522208,0.2769183424653243
2014-04-01,0.9857718362936535,0.36545673047270044
2014-05-01,1.1351093005377204,0.3070123887443952
2014-06-01,1.36535862390437,0
2014-07-01,1.2265916532799985,0.21926207637721462
2014-08-01,1.2505541012193702,0.24390352127359072
2014-09-01,1.4612325070509384,0
2014-10-01,2.4458343825212,0
2014-11-01,2.1170937655607482,0
2014-12-01,2.0736661945999844,0.17003944311680153
2015-01-01,2.1601072837457207,0.4580835930827085
2015-02-01,2.1604457331813625,0.5607870527900958
2015-03-01,1.993441048449586,1.0033733920545025
2015-04-01,1.6536781827754508,1.8018579512515969
2015-05-01,1.8544329260490122,1.1521745508964432
2015-06-01,1.9719990265462992,1.080552394240243
2015-07-01,2.3310987504322953,0.5237973934498772
2015-08-01,2.3913835501835123,0.37808312684741896
2015-09-01,2.452597074333206,0
2015-10-01,3.2871090199130117,0
2015-11-01,3.0828806232328567,0
2015-12-01,3.008837591178047,0
2016-01-01,2.9117060612369583,0
2016-02-01,3.0591063828077547,0
2016-03-01,2.611820859882488,0
2016-04-01,2.5216431364947827,0.06360828027581888
2016-05-01,3.2870152764795364,0
2016-06-01,3.2624909257775077,0
2016-07-01,2.6693996652686303,0
2016-08-01,2.8436428658778947,0
2016-09-01,2.898422371157726,0
2016-10-01,1.6503347069762129,0.8441316505521803
2016-11-01,1.9458457112969418,0.19715159749233124
2016-12-01,1.9743203141468706,0.06254738249093816
2017-01-01,1.9961616136852238,0.0636372927813369
2017-02-01,2.0433642246080237,0.10451553047820283
2017-03-01,2.070767277071063,0
2017-04-01,2.105979417944161,0
2017-05-01,2.0594969208430833,0
2017-06-01,1.8695065612056798,0
2017-07-01,1.7787570320423793,0
2017-08-01,1.71836280462882,0
2017-09-01,1.7903486141079963,0
2017-10-01,2.017436277152601,0
2017-11-01,1.9136300035082052,0
2017-12-01,2.4226132635905824,0
2018-01-01,2.3286406370042547,0
2018-02-01,1.8926598190736015,0
2018-03-01,2.0799287009026357,0
2018-04-01,1.8812183945975005,0
2018-05-01,1.6042650577441555,0
2018-06-01,1.6548914076689816,0
2018-07-01,1.455734878300919,0
